layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,-0.02862673975770444,0.05175379471593689,0.5801722350836048,0.6630539829526912,False
1,0.01538957003745188,0.04109798126689355,0.7080617493100049,0.7552658659306719,False
2,0.06586890460926345,0.04422599966427625,0.13638980033097822,0.1722818530496567,False
3,0.03228962224060121,0.04378505658683098,0.4608441256030533,0.553012950723664,False
4,0.03219392553773934,0.054298908223914026,0.5532468102879916,0.6477035827761853,False
5,-0.0675588008455918,0.037269320722265305,0.06987519295751699,0.09064889897191392,False
6,-0.03820256033362918,0.04515261922934284,0.3975101894087252,0.4892433100415079,False
7,0.016292373574814473,0.03551454526630572,0.6464121684239574,0.7215763740546501,False
8,-0.0056553517013948895,0.035561913367891045,0.8736465535876485,0.8736465535876485,False
9,-0.009172747949711388,0.03810777193490679,0.8097834236589948,0.8449913986006902,False
10,0.008054785563573363,0.043271749579424736,0.8523316745550964,0.8704663910349921,False
11,-0.016640824141659682,0.03862542340339831,0.6665951288170593,0.7271946859822466,False
12,0.5800666684428912,0.1005363320450773,7.94024981256299e-09,1.0586999750083987e-08,True
13,0.9465944763480741,0.10868620287552752,3.0541654083264178e-18,4.188569702847659e-18,True
14,1.1355669817447211,0.05640355932709388,3.801187626355261e-90,5.366382531325074e-90,True
15,1.1796841218166487,0.0556482352032379,9.765206378992057e-100,1.4647809568488086e-99,True
16,1.2250499051127712,0.05925424313374932,5.881256024674368e-95,8.554554217708171e-95,True
17,1.2987587883291587,0.05125686817514269,1.2112546499607801e-141,2.004835282693705e-141,True
18,1.2842644515169148,0.042433420046280694,3.27227436241945e-201,6.041121899851293e-201,True
19,1.3147092536263656,0.03913338001752623,1.9452448254263312e-247,4.2441705282029044e-247,True
20,1.3067753281448105,0.04352137271930056,4.4850955415952964e-198,7.973503185058305e-198,True
21,1.3322078646687636,0.04336993177805994,3.342479117703694e-207,6.417559905991092e-207,True
22,1.3327213530252981,0.043367515391516974,2.2031806922698414e-207,4.406361384539683e-207,True
23,1.3370925934634352,0.035781159222428506,1.263874325484129e-305,5.055497301936516e-305,True
24,1.327940992962532,0.03390910007024511,0.0,0.0,True
25,1.3255174988009206,0.03350745302632498,0.0,0.0,True
26,1.3314164040729817,0.03199880421703659,0.0,0.0,True
27,1.3344637264106534,0.02976763637422086,0.0,0.0,True
28,1.3351834457597391,0.02932580396846403,0.0,0.0,True
29,1.3413552631520478,0.02956495396566742,0.0,0.0,True
30,1.3496981664448435,0.028181567491177697,0.0,0.0,True
31,1.3512657928125127,0.028952646829302736,0.0,0.0,True
32,1.340367487461605,0.03176904722702182,0.0,0.0,True
33,1.326353930228319,0.03385211851268591,0.0,0.0,True
34,1.3280795187264984,0.035609003587851615,1.8931643691872468e-304,6.990145363152912e-304,True
35,1.3295688100250138,0.03798810412685669,2.2808073005162694e-268,6.082152801376719e-268,True
36,1.3194782516661894,0.03558160977936886,5.250607315212789e-301,1.6801943408680926e-300,True
37,1.3142025963258783,0.03549033666056945,3.787106024367911e-300,1.1361318073103734e-299,True
38,1.3082614913982762,0.034940015208284964,7.787289172879603e-307,3.3980898208929175e-306,True
39,1.3077996036540789,0.035181704496018366,1.8834448512726553e-302,6.457525204363389e-302,True
40,1.3017307850416482,0.03697545814052462,1.6610378313819916e-271,4.689989170960917e-271,True
41,1.3101911239072699,0.03796314770633755,5.266463455967113e-261,1.2639512294321071e-260,True
42,1.294999835416851,0.03812306256145282,6.408673665875425e-253,1.46483969505724e-252,True
43,1.2959636347761516,0.037169937627090095,2.444239589405426e-266,6.174921067971603e-266,True
44,1.302488782286999,0.03930948918199385,9.562779705987589e-241,1.9957105473365404e-240,True
45,1.3206216020054908,0.04527301794233863,4.636276844400901e-187,7.947903161830114e-187,True
46,1.2706544285809382,0.05164972625539124,1.221016095121544e-133,1.9536257521944706e-133,True
47,1.255044199867675,0.05631356662572406,4.972016262010691e-110,7.698605825048811e-110,True
