condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,3.908203125,0.8914883270156647,3.775,1.2076798276189495,0.14375,0.0,0.0,0.65,0.20625
incongruent,1.494091796875,0.8782350782334057,1.2875,0.9802290837369464,0.91875,0.0,0.0,0.0375,0.04375
