condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,4.173828125,0.6412819964785138,4.15,0.7371541402007414,0.00625,0.05625,0.0,0.65625,0.28125
incongruent,1.495849609375,0.7258586388042596,1.5,0.7688920395955853,0.6125,0.33125,0.0,0.05625,0.0
