seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.5,0.4875,0.5125
0,1,0.503125,0.50625,0.5
0,2,0.48125,0.5125,0.45
0,3,0.50625,0.54375,0.46875
0,4,0.503125,0.51875,0.4875
0,5,0.503125,0.51875,0.4875
0,6,0.484375,0.43125,0.5375
0,7,0.46875,0.4875,0.45
0,8,0.471875,0.46875,0.475
0,9,0.478125,0.5,0.45625
0,10,0.471875,0.48125,0.4625
0,11,0.490625,0.475,0.50625
0,12,0.490625,0.475,0.50625
0,13,0.503125,0.49375,0.5125
0,14,0.496875,0.525,0.46875
0,15,0.490625,0.525,0.45625
0,16,0.490625,0.475,0.50625
0,17,0.478125,0.45,0.50625
0,18,0.478125,0.475,0.48125
0,19,0.471875,0.45,0.49375
0,20,0.484375,0.48125,0.4875
0,21,0.475,0.46875,0.48125
0,22,0.45625,0.43125,0.48125
0,23,0.471875,0.41875,0.525
0,24,0.503125,0.425,0.58125
0,25,0.484375,0.425,0.54375
0,26,0.4875,0.45625,0.51875
0,27,0.515625,0.49375,0.5375
0,28,0.465625,0.45625,0.475
0,29,0.48125,0.46875,0.49375
0,30,0.48125,0.45,0.5125
0,31,0.453125,0.44375,0.4625
0,32,0.459375,0.44375,0.475
0,33,0.478125,0.48125,0.475
0,34,0.5,0.50625,0.49375
0,35,0.50625,0.525,0.4875
0,36,0.49375,0.49375,0.49375
0,37,0.459375,0.46875,0.45
0,38,0.484375,0.475,0.49375
0,39,0.5,0.49375,0.50625
0,40,0.475,0.475,0.475
0,41,0.4875,0.45,0.525
0,42,0.503125,0.48125,0.525
0,43,0.49375,0.48125,0.50625
0,44,0.471875,0.45,0.49375
0,45,0.484375,0.475,0.49375
0,46,0.475,0.49375,0.45625
0,47,0.465625,0.45625,0.475
0,48,0.459375,0.46875,0.45
0,49,0.45,0.45,0.45
0,50,0.45,0.43125,0.46875
0,51,0.459375,0.44375,0.475
0,52,0.48125,0.48125,0.48125
0,53,0.459375,0.43125,0.4875
0,54,0.46875,0.45625,0.48125
0,55,0.440625,0.4,0.48125
0,56,0.459375,0.43125,0.4875
0,57,0.48125,0.475,0.4875
0,58,0.475,0.44375,0.50625
0,59,0.471875,0.45,0.49375
0,60,0.45625,0.4125,0.5
0,61,0.45625,0.44375,0.46875
0,62,0.45625,0.425,0.4875
0,63,0.471875,0.41875,0.525
1,0,0.515625,0.48125,0.55
1,1,0.521875,0.5,0.54375
1,2,0.521875,0.45,0.59375
1,3,0.50625,0.43125,0.58125
1,4,0.5125,0.45,0.575
1,5,0.50625,0.44375,0.56875
1,6,0.534375,0.45625,0.6125
1,7,0.521875,0.4625,0.58125
1,8,0.540625,0.50625,0.575
1,9,0.534375,0.48125,0.5875
1,10,0.534375,0.525,0.54375
1,11,0.53125,0.51875,0.54375
1,12,0.525,0.51875,0.53125
1,13,0.528125,0.50625,0.55
1,14,0.528125,0.5375,0.51875
1,15,0.50625,0.50625,0.50625
1,16,0.496875,0.4875,0.50625
1,17,0.50625,0.49375,0.51875
1,18,0.5,0.525,0.475
1,19,0.484375,0.48125,0.4875
1,20,0.4875,0.4625,0.5125
1,21,0.475,0.4625,0.4875
1,22,0.4875,0.48125,0.49375
1,23,0.515625,0.50625,0.525
1,24,0.4875,0.5125,0.4625
1,25,0.46875,0.475,0.4625
1,26,0.5125,0.5375,0.4875
1,27,0.5,0.475,0.525
1,28,0.484375,0.4625,0.50625
1,29,0.484375,0.4625,0.50625
1,30,0.48125,0.46875,0.49375
1,31,0.4875,0.46875,0.50625
1,32,0.515625,0.475,0.55625
1,33,0.5375,0.51875,0.55625
1,34,0.525,0.45625,0.59375
1,35,0.515625,0.45625,0.575
1,36,0.515625,0.48125,0.55
1,37,0.496875,0.4625,0.53125
1,38,0.4875,0.5,0.475
1,39,0.521875,0.525,0.51875
1,40,0.496875,0.49375,0.5
1,41,0.49375,0.49375,0.49375
1,42,0.509375,0.51875,0.5
1,43,0.478125,0.475,0.48125
1,44,0.490625,0.475,0.50625
1,45,0.478125,0.475,0.48125
1,46,0.475,0.48125,0.46875
1,47,0.46875,0.4875,0.45
1,48,0.425,0.4375,0.4125
1,49,0.459375,0.46875,0.45
1,50,0.478125,0.49375,0.4625
1,51,0.475,0.5,0.45
1,52,0.484375,0.5,0.46875
1,53,0.478125,0.5125,0.44375
1,54,0.471875,0.49375,0.45
1,55,0.4625,0.49375,0.43125
1,56,0.490625,0.53125,0.45
1,57,0.48125,0.5,0.4625
1,58,0.509375,0.53125,0.4875
1,59,0.5125,0.53125,0.49375
1,60,0.509375,0.54375,0.475
1,61,0.503125,0.525,0.48125
1,62,0.5125,0.53125,0.49375
1,63,0.515625,0.5375,0.49375
2,0,0.490625,0.475,0.50625
2,1,0.503125,0.46875,0.5375
2,2,0.49375,0.4625,0.525
2,3,0.465625,0.4375,0.49375
2,4,0.465625,0.3875,0.54375
2,5,0.475,0.4375,0.5125
2,6,0.484375,0.48125,0.4875
2,7,0.465625,0.475,0.45625
2,8,0.484375,0.49375,0.475
2,9,0.496875,0.49375,0.5
2,10,0.5,0.48125,0.51875
2,11,0.4875,0.4875,0.4875
2,12,0.48125,0.50625,0.45625
2,13,0.5,0.5,0.5
2,14,0.5125,0.51875,0.50625
2,15,0.49375,0.48125,0.50625
2,16,0.49375,0.4875,0.5
2,17,0.4875,0.49375,0.48125
2,18,0.496875,0.49375,0.5
2,19,0.5,0.49375,0.50625
2,20,0.459375,0.45,0.46875
2,21,0.49375,0.49375,0.49375
2,22,0.50625,0.46875,0.54375
2,23,0.4875,0.5,0.475
2,24,0.50625,0.4625,0.55
2,25,0.5,0.4875,0.5125
2,26,0.4875,0.45625,0.51875
2,27,0.51875,0.50625,0.53125
2,28,0.528125,0.5125,0.54375
2,29,0.521875,0.50625,0.5375
2,30,0.49375,0.475,0.5125
2,31,0.4875,0.51875,0.45625
2,32,0.4875,0.5125,0.4625
2,33,0.5,0.49375,0.50625
2,34,0.509375,0.5375,0.48125
2,35,0.5125,0.50625,0.51875
2,36,0.5125,0.5125,0.5125
2,37,0.525,0.5125,0.5375
2,38,0.5125,0.5,0.525
2,39,0.49375,0.46875,0.51875
2,40,0.51875,0.5,0.5375
2,41,0.503125,0.49375,0.5125
2,42,0.5125,0.55,0.475
2,43,0.50625,0.56875,0.44375
2,44,0.525,0.56875,0.48125
2,45,0.51875,0.5375,0.5
2,46,0.528125,0.5375,0.51875
2,47,0.5625,0.5875,0.5375
2,48,0.534375,0.58125,0.4875
2,49,0.55,0.5875,0.5125
2,50,0.5375,0.59375,0.48125
2,51,0.559375,0.60625,0.5125
2,52,0.5375,0.5625,0.5125
2,53,0.5375,0.5625,0.5125
2,54,0.5375,0.58125,0.49375
2,55,0.521875,0.55625,0.4875
2,56,0.51875,0.58125,0.45625
2,57,0.51875,0.55625,0.48125
2,58,0.496875,0.50625,0.4875
2,59,0.54375,0.575,0.5125
2,60,0.53125,0.5375,0.525
2,61,0.540625,0.56875,0.5125
2,62,0.534375,0.5625,0.50625
2,63,0.503125,0.53125,0.475
3,0,0.5,0.46875,0.53125
3,1,0.49375,0.45625,0.53125
3,2,0.503125,0.43125,0.575
3,3,0.49375,0.45625,0.53125
3,4,0.490625,0.50625,0.475
3,5,0.509375,0.5625,0.45625
3,6,0.490625,0.525,0.45625
3,7,0.5,0.55,0.45
3,8,0.496875,0.51875,0.475
3,9,0.490625,0.55625,0.425
3,10,0.53125,0.50625,0.55625
3,11,0.515625,0.5125,0.51875
3,12,0.5,0.50625,0.49375
3,13,0.4875,0.48125,0.49375
3,14,0.490625,0.4875,0.49375
3,15,0.4875,0.5,0.475
3,16,0.51875,0.53125,0.50625
3,17,0.51875,0.53125,0.50625
3,18,0.51875,0.5375,0.5
3,19,0.509375,0.5125,0.50625
3,20,0.50625,0.5375,0.475
3,21,0.5125,0.525,0.5
3,22,0.503125,0.51875,0.4875
3,23,0.496875,0.5125,0.48125
3,24,0.521875,0.5125,0.53125
3,25,0.509375,0.49375,0.525
3,26,0.509375,0.51875,0.5
3,27,0.478125,0.49375,0.4625
3,28,0.53125,0.6,0.4625
3,29,0.521875,0.5875,0.45625
3,30,0.503125,0.53125,0.475
3,31,0.521875,0.55625,0.4875
3,32,0.5125,0.54375,0.48125
3,33,0.509375,0.5875,0.43125
3,34,0.528125,0.58125,0.475
3,35,0.55,0.60625,0.49375
3,36,0.5625,0.5875,0.5375
3,37,0.55,0.60625,0.49375
3,38,0.528125,0.58125,0.475
3,39,0.54375,0.5375,0.55
3,40,0.525,0.54375,0.50625
3,41,0.50625,0.5375,0.475
3,42,0.521875,0.5625,0.48125
3,43,0.509375,0.55625,0.4625
3,44,0.525,0.55,0.5
3,45,0.503125,0.51875,0.4875
3,46,0.5125,0.53125,0.49375
3,47,0.5,0.45,0.55
3,48,0.509375,0.46875,0.55
