layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.609375,0.584375,0.01098901098901099,True
1,0.596875,0.584375,0.025974025974025976,True
2,0.59375,0.584375,0.03196803196803197,True
3,0.6,0.584375,0.01998001998001998,True
4,0.61875,0.584375,0.007992007992007992,True
5,0.603125,0.584375,0.017982017982017984,True
6,0.709375,0.584375,0.000999000999000999,True
7,0.75625,0.584375,0.000999000999000999,True
8,0.75625,0.584375,0.000999000999000999,True
9,0.740625,0.584375,0.000999000999000999,True
10,0.778125,0.584375,0.000999000999000999,True
11,0.771875,0.584375,0.000999000999000999,True
12,0.775,0.584375,0.000999000999000999,True
13,0.76875,0.584375,0.000999000999000999,True
14,0.78125,0.584375,0.000999000999000999,True
15,0.8,0.584375,0.000999000999000999,True
16,0.81875,0.584375,0.000999000999000999,True
17,0.846875,0.584375,0.000999000999000999,True
18,0.85,0.584375,0.000999000999000999,True
19,0.86875,0.584375,0.000999000999000999,True
20,0.875,0.584375,0.000999000999000999,True
21,0.896875,0.584375,0.000999000999000999,True
22,0.909375,0.584375,0.000999000999000999,True
23,0.8875,0.584375,0.000999000999000999,True
24,0.875,0.584375,0.000999000999000999,True
25,0.921875,0.584375,0.000999000999000999,True
26,0.946875,0.584375,0.000999000999000999,True
27,0.934375,0.584375,0.000999000999000999,True
28,0.934375,0.584375,0.000999000999000999,True
29,0.93125,0.584375,0.000999000999000999,True
30,0.928125,0.584375,0.000999000999000999,True
31,0.925,0.584375,0.000999000999000999,True
32,0.91875,0.584375,0.000999000999000999,True
33,0.909375,0.584375,0.000999000999000999,True
34,0.93125,0.584375,0.000999000999000999,True
35,0.934375,0.584375,0.000999000999000999,True
36,0.95625,0.584375,0.000999000999000999,True
37,0.95,0.584375,0.000999000999000999,True
38,0.946875,0.584375,0.000999000999000999,True
39,0.95,0.584375,0.000999000999000999,True
40,0.94375,0.584375,0.000999000999000999,True
41,0.9625,0.584375,0.000999000999000999,True
42,0.965625,0.584375,0.000999000999000999,True
43,0.959375,0.584375,0.000999000999000999,True
44,0.959375,0.584375,0.000999000999000999,True
45,0.95625,0.584375,0.000999000999000999,True
46,0.95625,0.584375,0.000999000999000999,True
47,0.95,0.584375,0.000999000999000999,True
48,0.940625,0.584375,0.000999000999000999,True
49,0.95,0.584375,0.000999000999000999,True
50,0.9375,0.584375,0.000999000999000999,True
51,0.934375,0.584375,0.000999000999000999,True
52,0.903125,0.584375,0.000999000999000999,True
53,0.89375,0.584375,0.000999000999000999,True
54,0.890625,0.584375,0.000999000999000999,True
55,0.86875,0.584375,0.000999000999000999,True
56,0.8625,0.584375,0.000999000999000999,True
57,0.8625,0.584375,0.000999000999000999,True
58,0.86875,0.584375,0.000999000999000999,True
59,0.878125,0.584375,0.000999000999000999,True
60,0.871875,0.584375,0.000999000999000999,True
61,0.85625,0.584375,0.000999000999000999,True
62,0.834375,0.584375,0.000999000999000999,True
63,0.809375,0.584375,0.000999000999000999,True
