layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.4227131004284481,0.09853390313417619,1.7865143347799508e-05,1.7865143347799508e-05,True
1,0.6071331567346501,0.09851899068070824,7.155999698646292e-10,7.42103672452208e-10,True
2,0.8190752759676234,0.07981215380799245,1.0393819776402747e-24,1.1193344374587574e-24,True
3,1.0635416588945572,0.06745894158074554,5.35223563095213e-56,5.994503906666385e-56,True
4,1.0835147611123492,0.0647775579494506,8.375229819529638e-63,9.771101456117912e-63,True
5,1.2356808306707205,0.04584022682919932,4.8182100696565325e-160,5.865647041320996e-160,True
6,1.2880447218142526,0.04153949078398998,4.242583581767502e-211,5.399651831340457e-211,True
7,1.2894199566319657,0.038390167737767676,2.5758860763006286e-247,3.434514768400838e-247,True
8,1.3326628978908222,0.03602205427590748,1.3402780999981738e-299,1.9751466736815192e-299,True
9,1.352401775996955,0.03283094320828763,0.0,0.0,True
10,1.356902321379334,0.028075076358737964,0.0,0.0,True
11,1.356714601953576,0.02845217719280596,0.0,0.0,True
12,1.354642258301881,0.028810648227770106,0.0,0.0,True
13,1.3513281930045413,0.02861896617811463,0.0,0.0,True
14,1.355069908253959,0.028181664962852453,0.0,0.0,True
15,1.3553210471597255,0.029989324131695784,0.0,0.0,True
16,1.3472735793943986,0.032097306419736835,0.0,0.0,True
17,1.3376815299073912,0.033888003027345244,0.0,0.0,True
18,1.342748728344266,0.033233746015240456,0.0,0.0,True
19,1.3602104664658472,0.030833881371675986,0.0,0.0,True
20,1.361601958689143,0.03113654270382561,0.0,0.0,True
21,1.3614348130093141,0.03221398337667341,0.0,0.0,True
22,1.3599198858445902,0.03306049036740572,0.0,0.0,True
23,1.3544395077799583,0.033893015314169266,0.0,0.0,True
24,1.3534440878219256,0.035929198039099546,1.55395802255685e-310,2.5594602724466e-310,True
25,1.3653062404124805,0.03427396278710154,0.0,0.0,True
26,1.3758149258346202,0.03679595835632828,5.600186605688992e-306,8.711401386627321e-306,True
27,1.3951690625678488,0.04127319217359555,1.765356641230168e-250,2.4714992977222353e-250,True
