layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.06477705700717057,0.04850639258691843,0.18173453774447768,0.18173453774447768,False
1,0.13979811584106455,0.05463098449852406,0.010498796682692749,0.011419743760121937,True
2,0.11121240385595947,0.04922286678394775,0.023860713110512376,0.025506279531927023,True
3,0.10420114891808517,0.05574753002133621,0.06160031870122418,0.06365366265793165,False
4,0.08276302184191778,0.05686159337317677,0.145526157983174,0.14791183270420963,False
5,0.1173164897603741,0.05638000616850359,0.03745063602373787,0.039354905652063524,True
6,0.8716909098481276,0.08956289453027541,2.1865818627213425e-22,2.420858490870058e-22,True
7,1.1688594877186596,0.05191878702319398,3.080081482817745e-112,3.6724048448980803e-112,True
8,1.188248029588263,0.0542248162263551,1.9373909297922647e-106,2.224411808280008e-106,True
9,1.1688138971542568,0.0557284093571675,1.1477637133647096e-97,1.293842731429309e-97,True
10,1.1986720227543484,0.053835321892736245,7.977212626627863e-110,9.331833638696745e-110,True
11,1.2382410351976807,0.04586686281055935,1.6281415412746897e-160,2.0188955111806155e-160,True
12,1.2388468782238142,0.04723104574446538,1.2248255489269038e-151,1.4890036084993732e-151,True
13,1.2441590376106195,0.04318572610468041,1.6310705803627656e-182,2.063803591479418e-182,True
14,1.315189146300552,0.03941679681436395,4.239834655579806e-244,5.592973375445702e-244,True
15,1.3162763799534467,0.03885510646146787,1.476475596916749e-251,1.9900323262790965e-251,True
16,1.3209121290205217,0.0423410962048508,1.172726266519302e-213,1.514771427587432e-213,True
17,1.3223781239237151,0.03497551207849337,0.0,0.0,True
18,1.3434095995304633,0.03074527600283363,0.0,0.0,True
19,1.3486070376270656,0.03252345536904409,0.0,0.0,True
20,1.3499501439316617,0.03260121189380087,0.0,0.0,True
21,1.3596699905030354,0.029106341712795716,0.0,0.0,True
22,1.350629182436656,0.02777289816934908,0.0,0.0,True
23,1.350185815694136,0.02879148859003211,0.0,0.0,True
24,1.3506080480755003,0.03026371450180144,0.0,0.0,True
25,1.3412403945939744,0.030981887219499456,0.0,0.0,True
26,1.3464325744579866,0.03007490837480901,0.0,0.0,True
27,1.3468417907925394,0.02785812838419584,0.0,0.0,True
28,1.348908826316578,0.028043574177623806,0.0,0.0,True
29,1.3492332288681497,0.02982791722132831,0.0,0.0,True
30,1.351899504023971,0.030615362717387927,0.0,0.0,True
31,1.3535452495471574,0.02946332934312048,0.0,0.0,True
32,1.3583328807681778,0.02874172123950096,0.0,0.0,True
33,1.3581995942417637,0.028707261885453594,0.0,0.0,True
34,1.357865884696571,0.028891227844614238,0.0,0.0,True
35,1.3597529093695266,0.027637337034511045,0.0,0.0,True
36,1.3591910838916657,0.027282469467735184,0.0,0.0,True
37,1.358903713942187,0.026509365770991954,0.0,0.0,True
38,1.3603368186872362,0.027234682009397645,0.0,0.0,True
39,1.3608137699217577,0.027037077843960623,0.0,0.0,True
40,1.3571068476439851,0.027600646571643545,0.0,0.0,True
41,1.3575268746874838,0.02785014423169313,0.0,0.0,True
42,1.359066778534511,0.028448428170666822,0.0,0.0,True
43,1.3582832160664062,0.02867178380942974,0.0,0.0,True
44,1.3587380155878939,0.028006156485285993,0.0,0.0,True
45,1.3584885729965124,0.027323654512608538,0.0,0.0,True
46,1.3564084560617302,0.02814509364223057,0.0,0.0,True
47,1.3533978852912074,0.028494272679333996,0.0,0.0,True
48,1.3495881805040506,0.02922346528267466,0.0,0.0,True
49,1.3498461309387555,0.028907165636921535,0.0,0.0,True
50,1.3524964661829182,0.028738744928041092,0.0,0.0,True
51,1.353616034700966,0.02922220383755551,0.0,0.0,True
52,1.3508281482706668,0.02958276360101892,0.0,0.0,True
53,1.350155335881439,0.029765698492838125,0.0,0.0,True
54,1.3477046626665752,0.03024284705969959,0.0,0.0,True
55,1.346357093577998,0.03049820038306019,0.0,0.0,True
56,1.339559882816289,0.03066033840423268,0.0,0.0,True
57,1.3365842486716457,0.030933994659012694,0.0,0.0,True
58,1.338858596292098,0.030685744565899502,0.0,0.0,True
59,1.3406744287977472,0.03117668093868861,0.0,0.0,True
60,1.3369949808136945,0.03234589735071178,0.0,0.0,True
61,1.334971730830976,0.03258033654526461,0.0,0.0,True
