layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.534375,0.5875,0.6866267465069861,False
1,0.5375,0.5875,0.6347305389221557,False
2,0.54375,0.5875,0.5189620758483033,False
3,0.603125,0.5875,0.02594810379241517,True
4,0.703125,0.5875,0.001996007984031936,True
5,0.684375,0.5875,0.001996007984031936,True
6,0.746875,0.5875,0.001996007984031936,True
7,0.74375,0.5875,0.001996007984031936,True
8,0.765625,0.5875,0.001996007984031936,True
9,0.746875,0.5875,0.001996007984031936,True
10,0.75,0.5875,0.001996007984031936,True
11,0.74375,0.5875,0.001996007984031936,True
12,0.765625,0.5875,0.001996007984031936,True
13,0.771875,0.5875,0.001996007984031936,True
14,0.775,0.5875,0.001996007984031936,True
15,0.784375,0.5875,0.001996007984031936,True
16,0.840625,0.5875,0.001996007984031936,True
17,0.871875,0.5875,0.001996007984031936,True
18,0.925,0.5875,0.001996007984031936,True
19,0.934375,0.5875,0.001996007984031936,True
20,0.921875,0.5875,0.001996007984031936,True
21,0.91875,0.5875,0.001996007984031936,True
22,0.925,0.5875,0.001996007984031936,True
23,0.921875,0.5875,0.001996007984031936,True
24,0.91875,0.5875,0.001996007984031936,True
25,0.9125,0.5875,0.001996007984031936,True
26,0.90625,0.5875,0.001996007984031936,True
27,0.909375,0.5875,0.001996007984031936,True
28,0.9125,0.5875,0.001996007984031936,True
29,0.9125,0.5875,0.001996007984031936,True
30,0.9125,0.5875,0.001996007984031936,True
31,0.9,0.5875,0.001996007984031936,True
32,0.896875,0.5875,0.001996007984031936,True
33,0.8875,0.5875,0.001996007984031936,True
34,0.9,0.5875,0.001996007984031936,True
35,0.890625,0.5875,0.001996007984031936,True
36,0.90625,0.5875,0.001996007984031936,True
37,0.921875,0.5875,0.001996007984031936,True
38,0.915625,0.5875,0.001996007984031936,True
39,0.915625,0.5875,0.001996007984031936,True
40,0.928125,0.5875,0.001996007984031936,True
41,0.93125,0.5875,0.001996007984031936,True
42,0.965625,0.5875,0.001996007984031936,True
43,0.96875,0.5875,0.001996007984031936,True
44,0.971875,0.5875,0.001996007984031936,True
45,0.975,0.5875,0.001996007984031936,True
46,0.971875,0.5875,0.001996007984031936,True
47,0.965625,0.5875,0.001996007984031936,True
48,0.965625,0.5875,0.001996007984031936,True
49,0.971875,0.5875,0.001996007984031936,True
50,0.9625,0.5875,0.001996007984031936,True
51,0.959375,0.5875,0.001996007984031936,True
52,0.95625,0.5875,0.001996007984031936,True
53,0.959375,0.5875,0.001996007984031936,True
54,0.9625,0.5875,0.001996007984031936,True
55,0.959375,0.5875,0.001996007984031936,True
56,0.953125,0.5875,0.001996007984031936,True
57,0.953125,0.5875,0.001996007984031936,True
58,0.953125,0.5875,0.001996007984031936,True
59,0.95625,0.5875,0.001996007984031936,True
60,0.953125,0.5875,0.001996007984031936,True
61,0.946875,0.5875,0.001996007984031936,True
62,0.91875,0.5875,0.001996007984031936,True
63,0.88125,0.5875,0.001996007984031936,True
