seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.503125,0.51875,0.4875
0,1,0.5,0.5125,0.4875
0,2,0.509375,0.50625,0.5125
0,3,0.475,0.48125,0.46875
0,4,0.4875,0.5,0.475
0,5,0.471875,0.475,0.46875
0,6,0.475,0.48125,0.46875
0,7,0.5,0.48125,0.51875
0,8,0.509375,0.525,0.49375
0,9,0.49375,0.48125,0.50625
0,10,0.503125,0.525,0.48125
0,11,0.496875,0.50625,0.4875
0,12,0.496875,0.49375,0.5
0,13,0.46875,0.5125,0.425
0,14,0.5,0.525,0.475
0,15,0.478125,0.45625,0.5
0,16,0.4625,0.475,0.45
0,17,0.475,0.5,0.45
0,18,0.4625,0.46875,0.45625
0,19,0.4625,0.41875,0.50625
0,20,0.45625,0.43125,0.48125
0,21,0.46875,0.44375,0.49375
0,22,0.4625,0.41875,0.50625
0,23,0.471875,0.4625,0.48125
0,24,0.446875,0.41875,0.475
0,25,0.4625,0.45625,0.46875
0,26,0.45625,0.44375,0.46875
0,27,0.471875,0.45625,0.4875
0,28,0.453125,0.45,0.45625
0,29,0.478125,0.45625,0.5
0,30,0.46875,0.44375,0.49375
0,31,0.465625,0.43125,0.5
0,32,0.484375,0.4625,0.50625
0,33,0.471875,0.475,0.46875
0,34,0.484375,0.4875,0.48125
0,35,0.4625,0.44375,0.48125
0,36,0.4625,0.45625,0.46875
0,37,0.5125,0.5375,0.4875
0,38,0.50625,0.5125,0.5
0,39,0.5,0.5,0.5
0,40,0.484375,0.44375,0.525
0,41,0.48125,0.4625,0.5
0,42,0.4375,0.45,0.425
0,43,0.45,0.4625,0.4375
0,44,0.440625,0.41875,0.4625
0,45,0.45,0.4375,0.4625
0,46,0.471875,0.46875,0.475
0,47,0.46875,0.475,0.4625
0,48,0.5,0.5125,0.4875
0,49,0.484375,0.5125,0.45625
0,50,0.459375,0.45,0.46875
0,51,0.45,0.4625,0.4375
0,52,0.44375,0.4625,0.425
0,53,0.45625,0.4375,0.475
0,54,0.478125,0.49375,0.4625
0,55,0.465625,0.46875,0.4625
0,56,0.471875,0.45625,0.4875
0,57,0.4875,0.4625,0.5125
0,58,0.459375,0.45625,0.4625
0,59,0.484375,0.475,0.49375
0,60,0.48125,0.4625,0.5
0,61,0.4625,0.45,0.475
0,62,0.484375,0.475,0.49375
0,63,0.496875,0.4625,0.53125
1,0,0.49375,0.43125,0.55625
1,1,0.515625,0.4875,0.54375
1,2,0.528125,0.48125,0.575
1,3,0.540625,0.53125,0.55
1,4,0.553125,0.525,0.58125
1,5,0.578125,0.56875,0.5875
1,6,0.559375,0.55,0.56875
1,7,0.525,0.55625,0.49375
1,8,0.515625,0.55,0.48125
