layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.584375,0.58125,0.04395604395604396,True
1,0.56875,0.58125,0.11588411588411589,False
2,0.578125,0.58125,0.07292707292707293,False
3,0.671875,0.58125,0.000999000999000999,True
4,0.6875,0.58125,0.000999000999000999,True
5,0.809375,0.58125,0.000999000999000999,True
6,0.8125,0.58125,0.000999000999000999,True
7,0.825,0.58125,0.000999000999000999,True
8,0.878125,0.58125,0.000999000999000999,True
9,0.91875,0.58125,0.000999000999000999,True
10,0.89375,0.58125,0.000999000999000999,True
11,0.878125,0.58125,0.000999000999000999,True
12,0.909375,0.58125,0.000999000999000999,True
13,0.90625,0.58125,0.000999000999000999,True
14,0.928125,0.58125,0.000999000999000999,True
15,0.95,0.58125,0.000999000999000999,True
16,0.95625,0.58125,0.000999000999000999,True
17,0.95,0.58125,0.000999000999000999,True
18,0.94375,0.58125,0.000999000999000999,True
19,0.934375,0.58125,0.000999000999000999,True
20,0.921875,0.58125,0.000999000999000999,True
21,0.928125,0.58125,0.000999000999000999,True
22,0.909375,0.58125,0.000999000999000999,True
23,0.896875,0.58125,0.000999000999000999,True
24,0.8625,0.58125,0.000999000999000999,True
25,0.85625,0.58125,0.000999000999000999,True
26,0.834375,0.58125,0.000999000999000999,True
27,0.828125,0.58125,0.000999000999000999,True
