seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.490625,0.5125,0.46875
0,1,0.490625,0.5625,0.41875
0,2,0.496875,0.63125,0.3625
0,3,0.490625,0.58125,0.4
0,4,0.478125,0.5,0.45625
0,5,0.49375,0.49375,0.49375
0,6,0.490625,0.525,0.45625
0,7,0.459375,0.43125,0.4875
0,8,0.496875,0.5125,0.48125
0,9,0.490625,0.4875,0.49375
0,10,0.484375,0.5,0.46875
0,11,0.478125,0.44375,0.5125
0,12,0.46875,0.4375,0.5
0,13,0.50625,0.475,0.5375
0,14,0.425,0.3625,0.4875
0,15,0.45625,0.4375,0.475
0,16,0.459375,0.48125,0.4375
0,17,0.45,0.46875,0.43125
0,18,0.475,0.53125,0.41875
0,19,0.515625,0.5375,0.49375
0,20,0.496875,0.5,0.49375
0,21,0.515625,0.54375,0.4875
0,22,0.5125,0.54375,0.48125
0,23,0.475,0.45625,0.49375
0,24,0.49375,0.46875,0.51875
0,25,0.475,0.4625,0.4875
0,26,0.46875,0.45,0.4875
0,27,0.46875,0.48125,0.45625
1,0,0.515625,0.49375,0.5375
1,1,0.478125,0.475,0.48125
1,2,0.509375,0.525,0.49375
1,3,0.553125,0.55625,0.55
1,4,0.534375,0.55,0.51875
1,5,0.503125,0.5125,0.49375
1,6,0.5375,0.5375,0.5375
1,7,0.503125,0.475,0.53125
1,8,0.49375,0.48125,0.50625
1,9,0.4625,0.46875,0.45625
1,10,0.478125,0.4875,0.46875
1,11,0.475,0.48125,0.46875
1,12,0.5,0.4875,0.5125
1,13,0.50625,0.5125,0.5
1,14,0.490625,0.5,0.48125
1,15,0.484375,0.475,0.49375
1,16,0.48125,0.4875,0.475
1,17,0.46875,0.475,0.4625
1,18,0.496875,0.4625,0.53125
1,19,0.515625,0.53125,0.5
1,20,0.525,0.51875,0.53125
1,21,0.515625,0.5625,0.46875
1,22,0.5375,0.55,0.525
1,23,0.5375,0.58125,0.49375
1,24,0.515625,0.56875,0.4625
1,25,0.503125,0.55625,0.45
1,26,0.49375,0.525,0.4625
1,27,0.49375,0.5625,0.425
2,0,0.49375,0.48125,0.50625
2,1,0.490625,0.5125,0.46875
2,2,0.49375,0.50625,0.48125
2,3,0.503125,0.51875,0.4875
2,4,0.503125,0.5125,0.49375
2,5,0.53125,0.46875,0.59375
2,6,0.546875,0.53125,0.5625
2,7,0.5125,0.525,0.5
2,8,0.51875,0.53125,0.50625
2,9,0.5375,0.45,0.625
2,10,0.4875,0.475,0.5
2,11,0.49375,0.49375,0.49375
2,12,0.53125,0.46875,0.59375
2,13,0.5375,0.5375,0.5375
2,14,0.490625,0.5,0.48125
2,15,0.51875,0.5125,0.525
2,16,0.5125,0.53125,0.49375
2,17,0.53125,0.525,0.5375
2,18,0.55,0.58125,0.51875
2,19,0.515625,0.4875,0.54375
2,20,0.5,0.4875,0.5125
2,21,0.509375,0.5375,0.48125
2,22,0.53125,0.56875,0.49375
2,23,0.528125,0.54375,0.5125
2,24,0.50625,0.55625,0.45625
2,25,0.515625,0.56875,0.4625
2,26,0.546875,0.59375,0.5
2,27,0.528125,0.55625,0.5
3,0,0.496875,0.50625,0.4875
3,1,0.503125,0.5,0.50625
3,2,0.496875,0.4625,0.53125
3,3,0.490625,0.46875,0.5125
3,4,0.5,0.49375,0.50625
3,5,0.475,0.475,0.475
3,6,0.48125,0.49375,0.46875
3,7,0.5125,0.48125,0.54375
3,8,0.503125,0.4625,0.54375
3,9,0.509375,0.4625,0.55625
3,10,0.48125,0.48125,0.48125
3,11,0.525,0.51875,0.53125
3,12,0.50625,0.4625,0.55
3,13,0.5125,0.50625,0.51875
3,14,0.528125,0.55625,0.5
3,15,0.55,0.5375,0.5625
3,16,0.55,0.53125,0.56875
3,17,0.521875,0.51875,0.525
3,18,0.49375,0.5,0.4875
3,19,0.5125,0.49375,0.53125
3,20,0.509375,0.48125,0.5375
3,21,0.525,0.50625,0.54375
3,22,0.55,0.56875,0.53125
3,23,0.53125,0.5125,0.55
3,24,0.521875,0.50625,0.5375
3,25,0.5375,0.50625,0.56875
3,26,0.525,0.53125,0.51875
3,27,0.49375,0.475,0.5125
4,0,0.50625,0.45625,0.55625
4,1,0.5125,0.51875,0.50625
