condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,3.09619140625,0.11395464599878381,3.01875,1.9920340573229642,0.4875,0.00625,0.0,0.0125,0.49375
incongruent,3.0595703125,0.10798600710027886,2.3125,1.853731575691848,0.6625,0.0,0.0,0.0375,0.3
