seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.503125,0.54375,0.4625
0,1,0.48125,0.50625,0.45625
0,2,0.484375,0.49375,0.475
0,3,0.5125,0.53125,0.49375
0,4,0.49375,0.48125,0.50625
0,5,0.4875,0.4875,0.4875
0,6,0.471875,0.48125,0.4625
0,7,0.465625,0.4875,0.44375
0,8,0.49375,0.4875,0.5
0,9,0.484375,0.45,0.51875
0,10,0.49375,0.48125,0.50625
0,11,0.4875,0.49375,0.48125
0,12,0.496875,0.4875,0.50625
0,13,0.475,0.45,0.5
0,14,0.49375,0.46875,0.51875
0,15,0.5,0.5,0.5
0,16,0.49375,0.4625,0.525
0,17,0.525,0.525,0.525
0,18,0.496875,0.4375,0.55625
0,19,0.4625,0.44375,0.48125
0,20,0.471875,0.4625,0.48125
0,21,0.465625,0.4125,0.51875
0,22,0.471875,0.45,0.49375
0,23,0.43125,0.39375,0.46875
0,24,0.440625,0.4125,0.46875
0,25,0.465625,0.4625,0.46875
0,26,0.453125,0.44375,0.4625
0,27,0.43125,0.4125,0.45
0,28,0.475,0.46875,0.48125
0,29,0.48125,0.5,0.4625
0,30,0.45625,0.4625,0.45
0,31,0.46875,0.49375,0.44375
0,32,0.453125,0.45625,0.45
0,33,0.4625,0.475,0.45
0,34,0.453125,0.46875,0.4375
0,35,0.453125,0.4625,0.44375
0,36,0.45,0.45625,0.44375
0,37,0.471875,0.46875,0.475
0,38,0.459375,0.475,0.44375
0,39,0.471875,0.50625,0.4375
0,40,0.471875,0.50625,0.4375
0,41,0.45625,0.475,0.4375
0,42,0.471875,0.49375,0.45
0,43,0.490625,0.5125,0.46875
0,44,0.503125,0.48125,0.525
0,45,0.475,0.475,0.475
0,46,0.4875,0.475,0.5
0,47,0.4875,0.5,0.475
0,48,0.471875,0.49375,0.45
0,49,0.496875,0.5125,0.48125
0,50,0.503125,0.48125,0.525
0,51,0.478125,0.43125,0.525
0,52,0.484375,0.44375,0.525
0,53,0.48125,0.44375,0.51875
0,54,0.475,0.4625,0.4875
0,55,0.490625,0.5125,0.46875
0,56,0.49375,0.4625,0.525
0,57,0.496875,0.49375,0.5
0,58,0.48125,0.475,0.4875
0,59,0.5,0.51875,0.48125
1,0,0.475,0.51875,0.43125
1,1,0.5625,0.525,0.6
1,2,0.578125,0.55,0.60625
1,3,0.521875,0.51875,0.525
1,4,0.55625,0.58125,0.53125
1,5,0.5375,0.55,0.525
1,6,0.525,0.50625,0.54375
1,7,0.503125,0.46875,0.5375
1,8,0.51875,0.54375,0.49375
1,9,0.51875,0.525,0.5125
1,10,0.534375,0.53125,0.5375
1,11,0.50625,0.46875,0.54375
1,12,0.5125,0.5,0.525
1,13,0.528125,0.53125,0.525
1,14,0.503125,0.51875,0.4875
1,15,0.503125,0.46875,0.5375
1,16,0.51875,0.53125,0.50625
1,17,0.50625,0.5125,0.5
1,18,0.49375,0.48125,0.50625
1,19,0.459375,0.43125,0.4875
1,20,0.48125,0.48125,0.48125
1,21,0.484375,0.50625,0.4625
1,22,0.509375,0.51875,0.5
1,23,0.509375,0.55,0.46875
1,24,0.496875,0.49375,0.5
1,25,0.496875,0.4875,0.50625
1,26,0.49375,0.51875,0.46875
1,27,0.5125,0.5375,0.4875
1,28,0.490625,0.54375,0.4375
1,29,0.5125,0.53125,0.49375
1,30,0.5125,0.49375,0.53125
1,31,0.509375,0.50625,0.5125
1,32,0.49375,0.5375,0.45
1,33,0.4875,0.4875,0.4875
1,34,0.478125,0.5,0.45625
1,35,0.509375,0.51875,0.5
1,36,0.53125,0.55,0.5125
1,37,0.48125,0.4625,0.5
1,38,0.459375,0.45625,0.4625
1,39,0.48125,0.5,0.4625
1,40,0.521875,0.5125,0.53125
1,41,0.5125,0.5,0.525
1,42,0.528125,0.50625,0.55
1,43,0.534375,0.5375,0.53125
1,44,0.528125,0.5375,0.51875
1,45,0.51875,0.5375,0.5
1,46,0.503125,0.4875,0.51875
1,47,0.515625,0.51875,0.5125
1,48,0.509375,0.55625,0.4625
1,49,0.503125,0.5125,0.49375
1,50,0.50625,0.525,0.4875
1,51,0.534375,0.525,0.54375
1,52,0.50625,0.5,0.5125
1,53,0.5125,0.51875,0.50625
1,54,0.5,0.5375,0.4625
1,55,0.5125,0.53125,0.49375
1,56,0.521875,0.55,0.49375
1,57,0.5,0.525,0.475
1,58,0.528125,0.55,0.50625
1,59,0.496875,0.49375,0.5
2,0,0.50625,0.45625,0.55625
2,1,0.496875,0.4625,0.53125
2,2,0.496875,0.49375,0.5
2,3,0.49375,0.5,0.4875
2,4,0.48125,0.5375,0.425
2,5,0.475,0.4625,0.4875
2,6,0.478125,0.48125,0.475
2,7,0.490625,0.48125,0.5
2,8,0.484375,0.48125,0.4875
2,9,0.475,0.46875,0.48125
2,10,0.4875,0.49375,0.48125
2,11,0.4875,0.525,0.45
2,12,0.509375,0.5,0.51875
2,13,0.50625,0.51875,0.49375
2,14,0.528125,0.5375,0.51875
2,15,0.490625,0.475,0.50625
2,16,0.515625,0.48125,0.55
2,17,0.5,0.4625,0.5375
2,18,0.503125,0.4875,0.51875
2,19,0.509375,0.50625,0.5125
2,20,0.5,0.48125,0.51875
2,21,0.515625,0.50625,0.525
2,22,0.50625,0.475,0.5375
2,23,0.51875,0.525,0.5125
2,24,0.49375,0.49375,0.49375
2,25,0.5,0.5,0.5
2,26,0.465625,0.4875,0.44375
2,27,0.44375,0.4375,0.45
2,28,0.484375,0.51875,0.45
2,29,0.46875,0.48125,0.45625
2,30,0.521875,0.55,0.49375
2,31,0.471875,0.46875,0.475
2,32,0.5375,0.53125,0.54375
2,33,0.503125,0.5125,0.49375
2,34,0.48125,0.5125,0.45
2,35,0.496875,0.50625,0.4875
2,36,0.521875,0.54375,0.5
2,37,0.490625,0.5375,0.44375
2,38,0.5125,0.5375,0.4875
2,39,0.48125,0.475,0.4875
2,40,0.496875,0.4875,0.50625
2,41,0.49375,0.4875,0.5
2,42,0.490625,0.51875,0.4625
2,43,0.503125,0.51875,0.4875
2,44,0.48125,0.475,0.4875
2,45,0.478125,0.4625,0.49375
2,46,0.465625,0.46875,0.4625
2,47,0.459375,0.4625,0.45625
2,48,0.4625,0.46875,0.45625
2,49,0.48125,0.4875,0.475
2,50,0.490625,0.4875,0.49375
2,51,0.490625,0.54375,0.4375
2,52,0.49375,0.51875,0.46875
2,53,0.503125,0.51875,0.4875
2,54,0.51875,0.53125,0.50625
2,55,0.509375,0.51875,0.5
2,56,0.5,0.50625,0.49375
2,57,0.471875,0.475,0.46875
2,58,0.496875,0.49375,0.5
2,59,0.490625,0.525,0.45625
3,0,0.5,0.5,0.5
3,1,0.4875,0.475,0.5
3,2,0.48125,0.525,0.4375
3,3,0.46875,0.46875,0.46875
3,4,0.46875,0.45,0.4875
3,5,0.51875,0.54375,0.49375
3,6,0.5,0.5375,0.4625
3,7,0.546875,0.575,0.51875
3,8,0.5,0.5,0.5
3,9,0.484375,0.48125,0.4875
3,10,0.51875,0.48125,0.55625
3,11,0.5,0.4375,0.5625
3,12,0.50625,0.51875,0.49375
3,13,0.525,0.56875,0.48125
3,14,0.4875,0.525,0.45
3,15,0.528125,0.54375,0.5125
3,16,0.525,0.50625,0.54375
3,17,0.521875,0.5125,0.53125
3,18,0.49375,0.475,0.5125
3,19,0.5,0.5125,0.4875
3,20,0.478125,0.4875,0.46875
3,21,0.509375,0.525,0.49375
3,22,0.515625,0.525,0.50625
3,23,0.5125,0.48125,0.54375
3,24,0.484375,0.46875,0.5
3,25,0.503125,0.525,0.48125
3,26,0.459375,0.45,0.46875
3,27,0.496875,0.49375,0.5
3,28,0.471875,0.4375,0.50625
3,29,0.50625,0.46875,0.54375
3,30,0.478125,0.4875,0.46875
3,31,0.490625,0.45,0.53125
3,32,0.471875,0.4625,0.48125
3,33,0.5,0.475,0.525
3,34,0.4625,0.45,0.475
3,35,0.459375,0.41875,0.5
3,36,0.459375,0.45,0.46875
3,37,0.46875,0.44375,0.49375
3,38,0.484375,0.50625,0.4625
3,39,0.48125,0.49375,0.46875
3,40,0.478125,0.48125,0.475
3,41,0.496875,0.45,0.54375
3,42,0.49375,0.4875,0.5
3,43,0.48125,0.46875,0.49375
3,44,0.4875,0.4875,0.4875
3,45,0.490625,0.53125,0.45
3,46,0.48125,0.50625,0.45625
3,47,0.48125,0.5125,0.45
3,48,0.484375,0.5125,0.45625
3,49,0.51875,0.525,0.5125
3,50,0.496875,0.5125,0.48125
3,51,0.478125,0.4875,0.46875
3,52,0.4875,0.48125,0.49375
3,53,0.46875,0.49375,0.44375
3,54,0.496875,0.5,0.49375
3,55,0.496875,0.49375,0.5
3,56,0.503125,0.5125,0.49375
3,57,0.496875,0.5125,0.48125
3,58,0.503125,0.51875,0.4875
3,59,0.490625,0.44375,0.5375
4,0,0.484375,0.5375,0.43125
4,1,0.509375,0.4875,0.53125
4,2,0.51875,0.4875,0.55
4,3,0.528125,0.5125,0.54375
4,4,0.5,0.50625,0.49375
4,5,0.46875,0.475,0.4625
4,6,0.51875,0.51875,0.51875
4,7,0.515625,0.5125,0.51875
4,8,0.51875,0.525,0.5125
4,9,0.49375,0.5125,0.475
4,10,0.51875,0.55625,0.48125
4,11,0.521875,0.55625,0.4875
4,12,0.5,0.51875,0.48125
4,13,0.515625,0.50625,0.525
4,14,0.50625,0.5,0.5125
4,15,0.48125,0.4625,0.5
4,16,0.496875,0.5,0.49375
4,17,0.496875,0.45,0.54375
4,18,0.50625,0.51875,0.49375
4,19,0.540625,0.56875,0.5125
4,20,0.496875,0.48125,0.5125
4,21,0.4875,0.49375,0.48125
4,22,0.484375,0.5,0.46875
4,23,0.4875,0.4875,0.4875
4,24,0.475,0.45625,0.49375
4,25,0.465625,0.43125,0.5
4,26,0.45625,0.41875,0.49375
4,27,0.44375,0.40625,0.48125
4,28,0.428125,0.41875,0.4375
4,29,0.45,0.4125,0.4875
4,30,0.459375,0.43125,0.4875
4,31,0.440625,0.44375,0.4375
4,32,0.45,0.4375,0.4625
4,33,0.490625,0.46875,0.5125
4,34,0.45625,0.4125,0.5
4,35,0.45,0.43125,0.46875
4,36,0.45625,0.4125,0.5
4,37,0.446875,0.43125,0.4625
4,38,0.465625,0.43125,0.5
4,39,0.46875,0.43125,0.50625
4,40,0.459375,0.46875,0.45
4,41,0.440625,0.425,0.45625
4,42,0.45,0.45625,0.44375
4,43,0.45625,0.48125,0.43125
4,44,0.459375,0.49375,0.425
4,45,0.459375,0.475,0.44375
4,46,0.475,0.5,0.45
4,47,0.46875,0.5125,0.425
4,48,0.478125,0.51875,0.4375
4,49,0.471875,0.5125,0.43125
4,50,0.48125,0.5125,0.45
4,51,0.4875,0.54375,0.43125
4,52,0.4875,0.5,0.475
4,53,0.490625,0.51875,0.4625
4,54,0.48125,0.50625,0.45625
4,55,0.49375,0.53125,0.45625
4,56,0.509375,0.55,0.46875
4,57,0.475,0.4875,0.4625
4,58,0.471875,0.475,0.46875
4,59,0.503125,0.49375,0.5125
5,0,0.515625,0.5125,0.51875
5,1,0.490625,0.4875,0.49375
5,2,0.465625,0.45,0.48125
5,3,0.50625,0.5125,0.5
5,4,0.496875,0.49375,0.5
5,5,0.48125,0.40625,0.55625
5,6,0.496875,0.4875,0.50625
5,7,0.471875,0.4625,0.48125
5,8,0.484375,0.475,0.49375
5,9,0.484375,0.50625,0.4625
5,10,0.49375,0.4875,0.5
5,11,0.5,0.4875,0.5125
5,12,0.490625,0.5,0.48125
5,13,0.478125,0.48125,0.475
5,14,0.48125,0.49375,0.46875
5,15,0.496875,0.525,0.46875
5,16,0.478125,0.50625,0.45
5,17,0.478125,0.5,0.45625
5,18,0.465625,0.46875,0.4625
5,19,0.48125,0.45,0.5125
5,20,0.503125,0.50625,0.5
