layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.6,0.578125,0.011988011988011988,True
1,0.621875,0.578125,0.000999000999000999,True
2,0.66875,0.578125,0.000999000999000999,True
3,0.646875,0.578125,0.000999000999000999,True
4,0.628125,0.578125,0.000999000999000999,True
5,0.721875,0.578125,0.000999000999000999,True
6,0.7375,0.578125,0.000999000999000999,True
7,0.8,0.578125,0.000999000999000999,True
8,0.80625,0.578125,0.000999000999000999,True
9,0.815625,0.578125,0.000999000999000999,True
10,0.815625,0.578125,0.000999000999000999,True
11,0.80625,0.578125,0.000999000999000999,True
12,0.796875,0.578125,0.000999000999000999,True
13,0.815625,0.578125,0.000999000999000999,True
14,0.86875,0.578125,0.000999000999000999,True
15,0.884375,0.578125,0.000999000999000999,True
16,0.88125,0.578125,0.000999000999000999,True
17,0.91875,0.578125,0.000999000999000999,True
18,0.9375,0.578125,0.000999000999000999,True
19,0.946875,0.578125,0.000999000999000999,True
20,0.940625,0.578125,0.000999000999000999,True
21,0.94375,0.578125,0.000999000999000999,True
22,0.915625,0.578125,0.000999000999000999,True
23,0.88125,0.578125,0.000999000999000999,True
24,0.871875,0.578125,0.000999000999000999,True
25,0.865625,0.578125,0.000999000999000999,True
26,0.85625,0.578125,0.000999000999000999,True
27,0.8625,0.578125,0.000999000999000999,True
28,0.865625,0.578125,0.000999000999000999,True
29,0.84375,0.578125,0.000999000999000999,True
30,0.815625,0.578125,0.000999000999000999,True
31,0.8125,0.578125,0.000999000999000999,True
32,0.803125,0.578125,0.000999000999000999,True
33,0.8,0.578125,0.000999000999000999,True
34,0.79375,0.578125,0.000999000999000999,True
35,0.796875,0.578125,0.000999000999000999,True
36,0.8,0.578125,0.000999000999000999,True
37,0.790625,0.578125,0.000999000999000999,True
38,0.775,0.578125,0.000999000999000999,True
39,0.784375,0.578125,0.000999000999000999,True
40,0.784375,0.578125,0.000999000999000999,True
41,0.765625,0.578125,0.000999000999000999,True
