seed,max_accuracy
0,0.55
1,0.546875
2,0.55625
3,0.54375
4,0.546875
5,0.525
6,0.559375
7,0.525
8,0.5875
9,0.55625
10,0.528125
11,0.553125
12,0.55625
13,0.540625
14,0.553125
15,0.565625
16,0.521875
17,0.534375
18,0.534375
19,0.540625
20,0.571875
21,0.534375
22,0.55
23,0.55625
24,0.521875
25,0.5375
26,0.540625
27,0.584375
28,0.559375
29,0.54375
30,0.5125
31,0.55625
32,0.53125
33,0.53125
34,0.521875
35,0.5625
36,0.546875
37,0.5375
38,0.571875
39,0.534375
40,0.53125
41,0.553125
42,0.565625
43,0.55625
44,0.55625
45,0.61875
46,0.56875
47,0.553125
48,0.540625
49,0.553125
50,0.528125
51,0.55
52,0.5375
53,0.53125
54,0.565625
55,0.521875
56,0.546875
57,0.509375
58,0.55625
59,0.528125
60,0.521875
61,0.55
62,0.5625
63,0.571875
64,0.553125
65,0.525
66,0.51875
67,0.54375
68,0.603125
69,0.590625
70,0.5375
71,0.53125
72,0.5375
73,0.515625
74,0.559375
75,0.55
76,0.55625
77,0.5375
78,0.571875
79,0.521875
80,0.509375
81,0.534375
82,0.521875
83,0.5125
84,0.5375
85,0.603125
86,0.521875
87,0.55
88,0.5125
89,0.55625
90,0.5375
91,0.53125
92,0.553125
93,0.534375
94,0.559375
95,0.509375
96,0.55625
97,0.515625
98,0.525
99,0.521875
100,0.5625
101,0.5625
102,0.521875
103,0.56875
104,0.51875
105,0.553125
106,0.54375
107,0.546875
108,0.54375
109,0.528125
110,0.559375
111,0.51875
112,0.53125
113,0.553125
114,0.55625
115,0.546875
116,0.534375
117,0.509375
118,0.53125
119,0.55
120,0.54375
121,0.55
122,0.534375
123,0.51875
124,0.5625
125,0.525
126,0.528125
127,0.55
128,0.51875
129,0.54375
130,0.55
131,0.525
132,0.55625
133,0.534375
134,0.53125
135,0.521875
136,0.55
137,0.496875
138,0.540625
139,0.55625
140,0.559375
141,0.5375
142,0.55
143,0.525
144,0.5375
145,0.540625
146,0.575
147,0.571875
148,0.553125
149,0.55625
150,0.51875
151,0.53125
152,0.54375
153,0.515625
154,0.528125
155,0.55
156,0.54375
157,0.540625
158,0.5375
159,0.5625
160,0.553125
161,0.5625
162,0.55
163,0.56875
164,0.528125
165,0.54375
166,0.5375
167,0.528125
168,0.521875
169,0.525
170,0.515625
171,0.55625
172,0.53125
173,0.546875
174,0.5375
175,0.546875
176,0.54375
177,0.525
178,0.5125
179,0.534375
180,0.5375
181,0.540625
182,0.5375
183,0.571875
184,0.575
185,0.55625
186,0.540625
187,0.525
188,0.525
189,0.53125
190,0.534375
191,0.534375
192,0.5375
193,0.54375
194,0.553125
195,0.509375
196,0.5625
197,0.55625
198,0.546875
199,0.55625
200,0.528125
201,0.534375
202,0.53125
203,0.5625
204,0.53125
205,0.50625
206,0.578125
207,0.521875
208,0.590625
209,0.553125
210,0.54375
211,0.5625
212,0.51875
213,0.528125
214,0.534375
215,0.559375
216,0.559375
217,0.55
218,0.53125
219,0.540625
220,0.509375
221,0.528125
222,0.559375
223,0.54375
224,0.6
225,0.534375
226,0.54375
227,0.515625
228,0.528125
229,0.571875
230,0.565625
231,0.525
232,0.553125
233,0.5375
234,0.51875
235,0.503125
236,0.5375
237,0.53125
238,0.509375
239,0.525
240,0.534375
241,0.54375
242,0.559375
243,0.51875
244,0.553125
245,0.5125
246,0.565625
247,0.534375
248,0.528125
249,0.534375
250,0.565625
251,0.50625
252,0.53125
253,0.5875
254,0.521875
255,0.55
256,0.5125
257,0.534375
258,0.525
259,0.5375
260,0.58125
261,0.546875
262,0.546875
263,0.571875
264,0.54375
265,0.559375
266,0.521875
267,0.53125
268,0.58125
269,0.553125
270,0.571875
271,0.5375
272,0.546875
273,0.56875
274,0.565625
275,0.540625
276,0.521875
277,0.54375
278,0.546875
279,0.53125
280,0.540625
281,0.53125
282,0.53125
283,0.51875
284,0.546875
285,0.546875
286,0.54375
287,0.546875
288,0.534375
289,0.559375
290,0.54375
291,0.53125
292,0.51875
293,0.553125
294,0.54375
295,0.54375
296,0.59375
297,0.5375
298,0.528125
299,0.553125
300,0.5625
301,0.51875
302,0.5625
303,0.56875
304,0.571875
305,0.54375
306,0.553125
307,0.5625
308,0.534375
309,0.534375
310,0.5375
311,0.6
312,0.534375
313,0.55625
314,0.55
315,0.596875
316,0.55
317,0.54375
318,0.51875
319,0.559375
320,0.553125
321,0.54375
322,0.5125
323,0.534375
324,0.528125
325,0.55
326,0.546875
327,0.5125
328,0.54375
329,0.565625
330,0.528125
331,0.5625
332,0.5375
333,0.553125
334,0.525
335,0.5625
336,0.540625
337,0.525
338,0.525
339,0.525
340,0.528125
341,0.534375
342,0.5375
343,0.58125
344,0.540625
345,0.534375
346,0.528125
347,0.525
348,0.55625
349,0.559375
350,0.5125
351,0.5375
352,0.54375
353,0.528125
354,0.553125
355,0.515625
356,0.515625
357,0.525
358,0.59375
359,0.575
360,0.54375
361,0.590625
362,0.5375
363,0.521875
364,0.521875
365,0.521875
366,0.54375
367,0.559375
368,0.56875
369,0.540625
370,0.553125
371,0.53125
372,0.5375
373,0.54375
374,0.565625
375,0.50625
376,0.553125
377,0.559375
378,0.528125
379,0.540625
380,0.53125
381,0.56875
382,0.54375
383,0.540625
384,0.534375
385,0.55625
386,0.525
387,0.525
388,0.596875
389,0.54375
390,0.540625
391,0.5375
392,0.528125
393,0.528125
394,0.546875
395,0.559375
396,0.540625
397,0.5125
398,0.525
399,0.5125
400,0.578125
401,0.534375
402,0.528125
403,0.559375
404,0.54375
405,0.55
406,0.534375
407,0.553125
408,0.51875
409,0.553125
410,0.540625
411,0.546875
412,0.540625
413,0.546875
414,0.515625
415,0.5375
416,0.58125
417,0.51875
418,0.540625
419,0.51875
420,0.525
421,0.56875
422,0.546875
423,0.5375
424,0.534375
425,0.5375
426,0.540625
427,0.521875
428,0.534375
429,0.525
430,0.5375
431,0.528125
432,0.528125
433,0.559375
434,0.54375
435,0.54375
436,0.578125
437,0.5625
438,0.53125
439,0.575
440,0.55625
441,0.546875
442,0.53125
443,0.540625
444,0.525
445,0.53125
446,0.525
447,0.559375
448,0.55
449,0.553125
450,0.534375
451,0.546875
452,0.546875
453,0.578125
454,0.53125
455,0.525
456,0.528125
457,0.521875
458,0.553125
459,0.559375
460,0.575
461,0.55
462,0.534375
463,0.521875
464,0.571875
465,0.534375
466,0.51875
467,0.553125
468,0.546875
469,0.53125
470,0.53125
471,0.55625
472,0.534375
473,0.53125
474,0.55
475,0.54375
476,0.546875
477,0.528125
478,0.528125
479,0.54375
480,0.553125
481,0.5
482,0.528125
483,0.521875
484,0.534375
485,0.521875
486,0.55
487,0.53125
488,0.515625
489,0.571875
490,0.528125
491,0.5375
492,0.5375
493,0.546875
494,0.521875
495,0.521875
496,0.55
497,0.546875
498,0.528125
499,0.525
500,0.559375
501,0.584375
502,0.559375
503,0.553125
504,0.546875
505,0.53125
506,0.5375
507,0.565625
508,0.546875
509,0.528125
510,0.521875
511,0.559375
512,0.50625
513,0.55
514,0.53125
515,0.559375
516,0.509375
517,0.55
518,0.540625
519,0.553125
520,0.534375
521,0.55
522,0.51875
523,0.51875
524,0.553125
525,0.50625
526,0.521875
527,0.546875
528,0.553125
529,0.51875
530,0.5625
531,0.540625
532,0.5375
533,0.553125
534,0.540625
535,0.5375
536,0.528125
537,0.534375
538,0.534375
539,0.55
540,0.515625
541,0.584375
542,0.528125
543,0.54375
544,0.5875
545,0.515625
546,0.515625
547,0.521875
548,0.56875
549,0.534375
550,0.51875
551,0.515625
552,0.525
553,0.515625
554,0.6
555,0.540625
556,0.55625
557,0.528125
558,0.54375
559,0.55
560,0.571875
561,0.540625
562,0.53125
563,0.559375
564,0.5375
565,0.575
566,0.53125
567,0.56875
568,0.521875
569,0.546875
570,0.590625
571,0.534375
572,0.534375
573,0.565625
574,0.521875
575,0.515625
576,0.571875
577,0.528125
578,0.546875
579,0.58125
580,0.5125
581,0.55
582,0.534375
583,0.53125
584,0.553125
585,0.534375
586,0.515625
587,0.553125
588,0.534375
589,0.54375
590,0.575
591,0.565625
592,0.54375
593,0.540625
594,0.53125
595,0.534375
596,0.55
597,0.525
598,0.55625
599,0.559375
600,0.528125
601,0.53125
602,0.584375
603,0.540625
604,0.5125
605,0.546875
606,0.53125
607,0.528125
608,0.525
609,0.546875
610,0.546875
611,0.525
612,0.578125
613,0.54375
614,0.509375
615,0.54375
616,0.53125
617,0.553125
618,0.571875
619,0.546875
620,0.534375
621,0.5625
622,0.540625
623,0.51875
624,0.546875
625,0.540625
626,0.55
627,0.575
628,0.56875
629,0.578125
630,0.55625
631,0.546875
632,0.515625
633,0.53125
634,0.553125
635,0.521875
636,0.509375
637,0.54375
638,0.5125
639,0.55
640,0.55625
641,0.540625
642,0.553125
643,0.51875
644,0.546875
645,0.575
646,0.546875
647,0.546875
648,0.54375
649,0.54375
650,0.50625
651,0.528125
652,0.546875
653,0.515625
654,0.55
655,0.528125
656,0.540625
657,0.5625
658,0.55625
659,0.540625
660,0.53125
661,0.565625
662,0.5375
663,0.5375
664,0.546875
665,0.553125
666,0.5875
667,0.578125
668,0.525
669,0.546875
670,0.509375
671,0.5375
672,0.528125
673,0.540625
674,0.55
675,0.5625
676,0.5375
677,0.53125
678,0.509375
679,0.5375
680,0.5375
681,0.565625
682,0.525
683,0.546875
684,0.528125
685,0.528125
686,0.55625
687,0.521875
688,0.5375
689,0.528125
690,0.53125
691,0.54375
692,0.525
693,0.546875
694,0.546875
695,0.571875
