condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,3.2173828125,1.4259833429726436,3.20625,1.496733865505469,0.29375,0.01875,0.00625,0.55,0.13125
incongruent,1.758154296875,1.2054749251238257,1.71875,1.2447215596294174,0.725,0.05,0.0125,0.20625,0.00625
