layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.493339706153783,0.11128995789959366,9.29644918808755e-06,9.29644918808755e-06,True
1,1.0246746084659748,0.08348456464468698,1.252022235016731e-34,1.3354903840178464e-34,True
2,1.1228294707208015,0.06445533442334717,5.79010240154249e-68,6.617259887477132e-68,True
3,1.2262534800512657,0.05128086489278148,2.2706221350943668e-126,3.0274961801258224e-126,True
4,1.2456186881764684,0.05050836087851566,2.761129159711406e-134,4.0161878686711364e-134,True
5,1.303902397245503,0.039728940634702496,3.056627915169172e-236,5.434005182522972e-236,True
6,1.3517898930301873,0.0327170725461516,0.0,0.0,True
7,1.357458600006567,0.028806226985942034,0.0,0.0,True
8,1.3700746430211126,0.027892103101828408,0.0,0.0,True
9,1.353609641865781,0.028917128400201667,0.0,0.0,True
10,1.3615201952564284,0.02995624428923543,0.0,0.0,True
11,1.3648343133163299,0.03358084269042137,0.0,0.0,True
12,1.3563266989031062,0.03573331894510299,0.0,0.0,True
13,1.3691574609138648,0.04058475804953218,1.7295713372305e-249,3.459142674461e-249,True
14,1.3633173997897003,0.045803604013352955,1.1287699446400247e-194,1.8060319114240395e-194,True
15,1.3493404577724264,0.059618412417076466,2.0540137819647347e-113,2.5280169624181352e-113,True
