condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,3.63740234375,0.33170218444422367,3.94375,0.2569015914177177,0.0,0.00625,0.04375,0.95,0.0
incongruent,2.673828125,0.6006451415234876,2.3125,1.4016499711088477,0.5,0.05625,0.075,0.36875,0.0
