seed,max_accuracy
0,0.509375
1,0.546875
2,0.515625
3,0.5375
4,0.546875
5,0.525
6,0.534375
7,0.515625
8,0.596875
9,0.565625
10,0.534375
11,0.53125
12,0.546875
13,0.51875
14,0.51875
15,0.553125
16,0.540625
17,0.546875
18,0.525
19,0.53125
20,0.56875
21,0.5125
22,0.515625
23,0.559375
24,0.503125
25,0.528125
26,0.521875
27,0.515625
28,0.528125
29,0.534375
30,0.509375
31,0.534375
32,0.528125
33,0.515625
34,0.521875
35,0.540625
36,0.5375
37,0.521875
38,0.571875
39,0.515625
40,0.5125
41,0.528125
42,0.521875
43,0.50625
44,0.540625
45,0.55
46,0.525
47,0.5125
48,0.5375
49,0.528125
50,0.515625
51,0.546875
52,0.50625
53,0.51875
54,0.553125
55,0.528125
56,0.55625
57,0.528125
58,0.5375
59,0.51875
60,0.51875
61,0.521875
62,0.521875
63,0.521875
64,0.54375
65,0.50625
66,0.553125
67,0.540625
68,0.553125
69,0.5875
70,0.534375
71,0.51875
72,0.51875
73,0.525
74,0.584375
75,0.534375
76,0.5375
77,0.534375
78,0.528125
79,0.515625
80,0.496875
81,0.515625
82,0.521875
83,0.5125
84,0.50625
85,0.571875
86,0.5125
87,0.521875
88,0.53125
89,0.54375
90,0.54375
91,0.540625
92,0.509375
93,0.525
94,0.540625
95,0.5125
96,0.509375
97,0.509375
98,0.521875
99,0.51875
100,0.525
101,0.534375
102,0.509375
103,0.571875
104,0.5125
105,0.534375
106,0.528125
107,0.56875
108,0.54375
109,0.5375
110,0.540625
111,0.509375
112,0.50625
113,0.55625
114,0.546875
115,0.553125
116,0.515625
117,0.525
118,0.51875
119,0.55
120,0.5
121,0.515625
122,0.528125
123,0.515625
124,0.55625
125,0.546875
126,0.51875
127,0.5375
128,0.51875
129,0.553125
130,0.55
131,0.50625
132,0.575
133,0.553125
134,0.509375
135,0.540625
136,0.55
137,0.509375
138,0.5375
139,0.5375
140,0.540625
141,0.528125
142,0.534375
143,0.5
144,0.53125
145,0.525
146,0.55
147,0.53125
148,0.584375
149,0.534375
150,0.515625
151,0.525
152,0.559375
153,0.509375
154,0.553125
155,0.53125
156,0.525
157,0.528125
158,0.521875
159,0.546875
160,0.515625
161,0.546875
162,0.54375
163,0.55
164,0.528125
165,0.5125
166,0.525
167,0.5125
168,0.51875
169,0.53125
170,0.515625
171,0.525
172,0.54375
173,0.528125
174,0.5125
175,0.51875
176,0.521875
177,0.515625
178,0.5
179,0.5125
180,0.5375
181,0.525
182,0.54375
183,0.565625
184,0.5375
185,0.515625
186,0.54375
187,0.50625
188,0.534375
189,0.553125
190,0.54375
191,0.540625
192,0.534375
193,0.528125
194,0.546875
195,0.525
196,0.53125
197,0.59375
198,0.525
199,0.559375
200,0.55625
201,0.55
202,0.540625
203,0.51875
204,0.521875
205,0.50625
206,0.56875
207,0.55625
208,0.55
209,0.565625
210,0.503125
211,0.575
212,0.51875
213,0.525
214,0.521875
215,0.521875
216,0.540625
217,0.51875
218,0.559375
219,0.540625
220,0.5375
221,0.496875
222,0.55
223,0.534375
224,0.534375
225,0.525
226,0.53125
227,0.521875
228,0.51875
229,0.53125
230,0.5625
231,0.5375
232,0.565625
233,0.53125
234,0.54375
235,0.509375
236,0.528125
237,0.53125
238,0.5
239,0.509375
240,0.525
241,0.528125
242,0.54375
243,0.49375
244,0.54375
245,0.496875
246,0.546875
247,0.534375
248,0.515625
249,0.528125
250,0.534375
251,0.49375
252,0.553125
253,0.565625
254,0.5375
255,0.56875
256,0.490625
257,0.51875
258,0.546875
259,0.565625
260,0.540625
261,0.521875
262,0.559375
263,0.54375
264,0.534375
265,0.55
266,0.51875
267,0.51875
268,0.59375
269,0.51875
270,0.54375
271,0.5375
272,0.553125
273,0.5875
274,0.565625
275,0.5375
276,0.515625
277,0.515625
278,0.528125
279,0.559375
280,0.509375
281,0.509375
282,0.49375
283,0.515625
284,0.54375
285,0.5375
