layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0.553125,0.54375,0.5625
1,0.628125,0.58125,0.675
2,0.715625,0.73125,0.7
3,0.796875,0.7875,0.80625
4,0.7875,0.76875,0.80625
5,0.859375,0.8375,0.88125
6,0.9125,0.925,0.9
7,0.91875,0.9125,0.925
8,0.909375,0.9,0.91875
9,0.896875,0.9,0.89375
10,0.884375,0.8875,0.88125
11,0.853125,0.85625,0.85
12,0.840625,0.84375,0.8375
13,0.834375,0.84375,0.825
14,0.821875,0.8375,0.80625
15,0.809375,0.84375,0.775
