seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.496875,0.45,0.54375
0,1,0.509375,0.525,0.49375
0,2,0.49375,0.4875,0.5
0,3,0.475,0.4875,0.4625
0,4,0.5,0.4875,0.5125
0,5,0.440625,0.4,0.48125
0,6,0.4375,0.4375,0.4375
0,7,0.440625,0.5125,0.36875
0,8,0.440625,0.45,0.43125
0,9,0.484375,0.525,0.44375
0,10,0.49375,0.51875,0.46875
0,11,0.49375,0.5,0.4875
0,12,0.5,0.53125,0.46875
0,13,0.4875,0.5,0.475
0,14,0.459375,0.45625,0.4625
0,15,0.4875,0.5125,0.4625
1,0,0.515625,0.4625,0.56875
1,1,0.546875,0.49375,0.6
1,2,0.534375,0.51875,0.55
1,3,0.515625,0.53125,0.5
1,4,0.509375,0.5125,0.50625
1,5,0.509375,0.525,0.49375
1,6,0.503125,0.53125,0.475
1,7,0.48125,0.4875,0.475
1,8,0.48125,0.44375,0.51875
1,9,0.475,0.43125,0.51875
1,10,0.4875,0.46875,0.50625
1,11,0.465625,0.45625,0.475
1,12,0.50625,0.5,0.5125
1,13,0.509375,0.48125,0.5375
1,14,0.515625,0.49375,0.5375
1,15,0.509375,0.475,0.54375
2,0,0.4875,0.51875,0.45625
2,1,0.475,0.49375,0.45625
2,2,0.478125,0.50625,0.45
2,3,0.490625,0.48125,0.5
2,4,0.49375,0.5625,0.425
2,5,0.49375,0.49375,0.49375
2,6,0.509375,0.54375,0.475
2,7,0.475,0.45625,0.49375
2,8,0.515625,0.54375,0.4875
2,9,0.50625,0.5,0.5125
2,10,0.509375,0.53125,0.4875
2,11,0.5,0.50625,0.49375
2,12,0.4875,0.4875,0.4875
2,13,0.4875,0.49375,0.48125
2,14,0.496875,0.53125,0.4625
2,15,0.49375,0.51875,0.46875
3,0,0.5,0.51875,0.48125
3,1,0.534375,0.575,0.49375
3,2,0.503125,0.475,0.53125
3,3,0.525,0.54375,0.50625
3,4,0.5375,0.55625,0.51875
3,5,0.53125,0.5375,0.525
3,6,0.5125,0.51875,0.50625
3,7,0.509375,0.53125,0.4875
3,8,0.4875,0.5,0.475
3,9,0.51875,0.5125,0.525
3,10,0.503125,0.48125,0.525
3,11,0.509375,0.55625,0.4625
3,12,0.515625,0.55625,0.475
3,13,0.46875,0.5,0.4375
3,14,0.521875,0.5375,0.50625
3,15,0.471875,0.45,0.49375
4,0,0.525,0.50625,0.54375
4,1,0.534375,0.55625,0.5125
4,2,0.546875,0.56875,0.525
4,3,0.50625,0.51875,0.49375
4,4,0.50625,0.51875,0.49375
4,5,0.471875,0.4875,0.45625
4,6,0.4375,0.41875,0.45625
4,7,0.465625,0.45,0.48125
4,8,0.4625,0.45,0.475
4,9,0.45625,0.44375,0.46875
4,10,0.471875,0.45625,0.4875
4,11,0.453125,0.45625,0.45
4,12,0.475,0.4875,0.4625
4,13,0.4875,0.475,0.5
4,14,0.4875,0.4625,0.5125
4,15,0.496875,0.5,0.49375
5,0,0.490625,0.48125,0.5
5,1,0.515625,0.53125,0.5
5,2,0.478125,0.5375,0.41875
5,3,0.478125,0.4625,0.49375
5,4,0.48125,0.51875,0.44375
5,5,0.4625,0.46875,0.45625
5,6,0.521875,0.5125,0.53125
5,7,0.525,0.5125,0.5375
5,8,0.4875,0.51875,0.45625
5,9,0.521875,0.525,0.51875
5,10,0.509375,0.45625,0.5625
5,11,0.5,0.51875,0.48125
5,12,0.5,0.48125,0.51875
5,13,0.490625,0.425,0.55625
5,14,0.484375,0.425,0.54375
5,15,0.490625,0.43125,0.55
6,0,0.5125,0.4875,0.5375
6,1,0.528125,0.4875,0.56875
6,2,0.503125,0.5125,0.49375
6,3,0.53125,0.59375,0.46875
6,4,0.509375,0.5125,0.50625
6,5,0.490625,0.5,0.48125
6,6,0.496875,0.525,0.46875
6,7,0.490625,0.4875,0.49375
6,8,0.515625,0.4875,0.54375
6,9,0.5125,0.4875,0.5375
6,10,0.534375,0.48125,0.5875
6,11,0.49375,0.425,0.5625
6,12,0.5,0.4625,0.5375
6,13,0.503125,0.45625,0.55
6,14,0.490625,0.475,0.50625
6,15,0.5125,0.50625,0.51875
7,0,0.490625,0.49375,0.4875
7,1,0.509375,0.51875,0.5
7,2,0.478125,0.46875,0.4875
7,3,0.4875,0.48125,0.49375
7,4,0.49375,0.5,0.4875
7,5,0.471875,0.475,0.46875
7,6,0.5,0.50625,0.49375
7,7,0.48125,0.45,0.5125
7,8,0.484375,0.4875,0.48125
7,9,0.5,0.525,0.475
7,10,0.5125,0.51875,0.50625
7,11,0.5,0.46875,0.53125
7,12,0.48125,0.4625,0.5
7,13,0.490625,0.46875,0.5125
7,14,0.471875,0.4625,0.48125
7,15,0.515625,0.49375,0.5375
8,0,0.49375,0.48125,0.50625
8,1,0.50625,0.525,0.4875
8,2,0.54375,0.54375,0.54375
8,3,0.528125,0.5625,0.49375
8,4,0.534375,0.55,0.51875
8,5,0.578125,0.60625,0.55
8,6,0.565625,0.58125,0.55
8,7,0.575,0.5375,0.6125
8,8,0.596875,0.6,0.59375
8,9,0.578125,0.5625,0.59375
8,10,0.575,0.5625,0.5875
8,11,0.58125,0.5875,0.575
8,12,0.546875,0.54375,0.55
8,13,0.553125,0.55625,0.55
8,14,0.540625,0.5125,0.56875
8,15,0.540625,0.51875,0.5625
9,0,0.496875,0.5,0.49375
9,1,0.53125,0.50625,0.55625
9,2,0.515625,0.5375,0.49375
9,3,0.528125,0.575,0.48125
9,4,0.534375,0.49375,0.575
9,5,0.553125,0.56875,0.5375
9,6,0.55625,0.575,0.5375
9,7,0.55,0.55,0.55
9,8,0.565625,0.5625,0.56875
9,9,0.546875,0.51875,0.575
9,10,0.54375,0.53125,0.55625
9,11,0.553125,0.55,0.55625
9,12,0.54375,0.5625,0.525
9,13,0.546875,0.56875,0.525
9,14,0.5625,0.59375,0.53125
9,15,0.515625,0.53125,0.5
10,0,0.484375,0.4875,0.48125
10,1,0.496875,0.49375,0.5
10,2,0.521875,0.5,0.54375
10,3,0.509375,0.4875,0.53125
10,4,0.50625,0.475,0.5375
