layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.7142164796453612,0.11366975514192447,3.315486222597169e-10,3.368112988035219e-10,True
1,0.6898236642772981,0.11014146647419554,3.7747216925493184e-10,3.7747216925493184e-10,True
2,0.6609069693052201,0.1034905546710283,1.7010594060486153e-10,1.7559322901146998e-10,True
3,0.7605734716748296,0.10737429214826746,1.4067493748144212e-12,1.5259654235275078e-12,True
4,0.7231057065570514,0.10419947215598933,3.931302511464838e-12,4.193389345562494e-12,True
5,0.7150060414041852,0.11007025104940563,8.253499644846283e-11,8.659409463445281e-11,True
6,0.9962027290728331,0.07984419770063086,9.988081275251243e-36,1.10213310623462e-35,True
7,1.1113455748015255,0.07850822565919474,1.720058465963502e-45,1.9312937161695462e-45,True
8,1.1260349277811517,0.07083384080266891,6.663217971875776e-57,7.615106253572315e-57,True
9,1.1525602501830918,0.06569740440215553,6.672916278741802e-69,7.764848033445006e-69,True
10,1.1671756052951685,0.05723742251235233,1.976272958244823e-92,2.3864428175031826e-92,True
11,1.166243067678903,0.0548538363929795,2.6124064715743176e-100,3.3438802836151264e-100,True
12,1.1303513616870577,0.05503471518282915,9.677016830061886e-94,1.1910174560076167e-93,True
13,1.1234061773975208,0.054389257317548095,8.815302040019186e-95,1.1062339814926037e-94,True
14,1.139814059057887,0.06104181774736932,8.2608739247747855e-78,9.790665392325673e-78,True
15,1.1946694943922525,0.05226441756304583,1.211756331899434e-115,1.5827021477870158e-115,True
16,1.27160740224307,0.0496622676332929,1.3384873762095477e-144,1.7846498349460637e-144,True
17,1.2877754098084364,0.04800540215841493,1.6234547230045697e-158,2.2587196146150534e-158,True
18,1.2763231418357737,0.04474362374919738,5.6969170256567115e-179,8.4791323172565e-179,True
19,1.3092291221170917,0.04154078228017081,5.126784627969928e-218,8.634584636580931e-218,True
20,1.3059690649762645,0.04175566882736653,9.756890342896862e-215,1.601130722936921e-214,True
21,1.327497830454572,0.04084418383069021,1.0150254184616641e-231,1.804489632820736e-231,True
22,1.3242931998356022,0.03887946284946891,2.7416876678872893e-254,5.160823845434897e-254,True
23,1.3241629250884444,0.03777281492446112,3.1616196488615385e-269,6.527214758939951e-269,True
24,1.3251693128808677,0.03793972644800116,2.7676855930749396e-267,5.535371186149879e-267,True
25,1.359011952459312,0.034271886221067624,0.0,0.0,True
26,1.3469396084871954,0.03319502369459024,0.0,0.0,True
27,1.3544555265806453,0.0344177942006705,0.0,0.0,True
28,1.354790113725473,0.03368259699366176,0.0,0.0,True
29,1.353457718817801,0.034181725672559025,0.0,0.0,True
30,1.355976168193361,0.035106965603044604,0.0,0.0,True
31,1.3565853594973256,0.035180195833041765,0.0,0.0,True
32,1.3563339025782897,0.03453746013552457,0.0,0.0,True
33,1.359517858701777,0.033402850008532096,0.0,0.0,True
34,1.3625890530897022,0.031446020658291385,0.0,0.0,True
35,1.3637376828201826,0.030301868833955116,0.0,0.0,True
36,1.352824125512892,0.029873893592790895,0.0,0.0,True
37,1.3523012685659737,0.027820174773949387,0.0,0.0,True
38,1.3549560881613478,0.028202570730062746,0.0,0.0,True
39,1.3499397015228678,0.028952847796360048,0.0,0.0,True
40,1.3463780651641712,0.029345845410714395,0.0,0.0,True
41,1.3517534291417164,0.02778774034229708,0.0,0.0,True
42,1.3494827753564913,0.026980653365895814,0.0,0.0,True
43,1.3457150452449054,0.02850059590390672,0.0,0.0,True
44,1.3506090766357284,0.02820832504314465,0.0,0.0,True
45,1.3579496179447832,0.02841704973159856,0.0,0.0,True
46,1.3580797115946734,0.0292338024764069,0.0,0.0,True
47,1.3593823268105933,0.02963777555352063,0.0,0.0,True
48,1.3603081106812547,0.029670868536967054,0.0,0.0,True
49,1.3553758411762296,0.029321734138826213,0.0,0.0,True
50,1.3561458171581324,0.03001408291988592,0.0,0.0,True
51,1.358904299301446,0.031010085583331175,0.0,0.0,True
52,1.3588940668847114,0.03289504130240802,0.0,0.0,True
53,1.364407864006154,0.033903582242282695,0.0,0.0,True
54,1.3688075012800556,0.03711866450213315,1.0990905521335105e-297,2.3447265112181556e-297,True
55,1.374244346668723,0.0398195933882442,5.3436408099064625e-261,1.0363424601030715e-260,True
56,1.3707498725701277,0.040888870105126256,2.1700898400761628e-246,3.968164278996412e-246,True
57,1.3667800904075553,0.04278178381017433,5.812749421256183e-224,1.00544854854161e-223,True
58,1.3500008929111313,0.045193978704586586,4.650221163518996e-196,7.086051296790851e-196,True
59,1.3509297271942446,0.04508116075520477,2.6732923107570762e-197,4.172944094840314e-197,True
60,1.3567364512532853,0.04345547517527228,5.476633047827287e-214,8.762612876523659e-214,True
61,1.3567558405726006,0.049085746809535924,3.6276653518315534e-168,5.276604148118623e-168,True
62,1.3454992142976732,0.048971888256758786,3.500281877175068e-166,4.978178669760097e-166,True
63,1.3542486661325182,0.05137268519461674,3.81296578870728e-153,5.192123627175871e-153,True
