layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.47659812981514216,0.10577787429327441,6.616992785854307e-06,6.616992785854307e-06,True
1,0.9298214498287662,0.08825016396705873,5.882762755359347e-26,6.055785189340505e-26,True
2,0.9478778936950014,0.08416000269213082,2.002752586780454e-29,2.1905106417911215e-29,True
3,0.9506752335393366,0.08825942510965902,4.6993761430350876e-27,4.9841868183705474e-27,True
4,1.0168903318000666,0.06831404272554169,4.092665411147703e-50,5.509357284237292e-50,True
5,1.117681142697922,0.06528701392384638,1.0618042561766989e-65,1.6892340439174755e-65,True
6,1.1686901928194975,0.05703501877940135,2.603628009062456e-93,5.062610017621443e-93,True
7,1.2360641002524502,0.04714326419620601,1.600584660408629e-151,4.6683719261918345e-151,True
8,1.240895121535968,0.05213758976840594,3.30863053960159e-125,8.271576349003976e-125,True
9,1.281554045119022,0.041503780523149694,2.3578025738706632e-209,8.252309008547321e-209,True
10,1.2898685622300434,0.038842486940266326,8.342632524296537e-242,5.839842767007576e-241,True
11,1.2987052113187976,0.03375996819898284,0.0,0.0,True
12,1.3080434787511201,0.03470576624613711,0.0,0.0,True
13,1.3205382586736913,0.03535832607463432,2.8039123941686776e-305,3.271231126530124e-304,True
14,1.3552492529201379,0.04205862175358522,8.444264457061791e-228,4.222132228530895e-227,True
15,1.3746339816799842,0.04430251708569791,2.2355586867044615e-211,8.693839337184017e-211,True
16,1.4107764388098705,0.04127545198451824,4.8677834546299486e-256,4.2593105228012054e-255,True
17,1.406595226000004,0.043635597629280105,5.701335687155911e-228,3.325779150840948e-227,True
18,1.3702090520227026,0.04356209698558026,3.682632757939859e-217,1.6111518315986885e-216,True
19,1.3640761206849195,0.04727185771179874,4.262122910550209e-183,1.3561300169932482e-182,True
20,1.2978035002532682,0.05605224103176564,1.341541479840875e-118,2.9346219871519144e-118,True
21,1.2720083890947729,0.05451506000303387,2.0434427505094672e-120,4.768033084522091e-120,True
22,1.2945873687899643,0.05422180170969939,5.4689027933872616e-126,1.472396905911955e-125,True
23,1.3287314659936653,0.06433166218094613,8.913332836953541e-95,1.8350979370198466e-94,True
24,1.3367723235749713,0.06936447894151268,9.281278674212686e-83,1.7097092294602319e-82,True
25,1.3666129662479616,0.07643780564372522,1.7264263362906288e-71,2.877377227151048e-71,True
26,1.356824954087593,0.07405367275218268,5.505919007083839e-75,9.635358262396718e-75,True
27,1.2991017238397884,0.0913413819443622,6.644767544680229e-46,8.613587557918815e-46,True
28,1.265349367948374,0.0978414100208003,2.944649016772045e-38,3.3246037286135994e-38,True
29,1.2618972012055356,0.09442736642814398,9.856675024946322e-41,1.149945419577071e-40,True
30,1.2809305994251203,0.09246531519089816,1.2185033488115394e-43,1.5231291860144243e-43,True
31,1.2926663517389576,0.09432755617699788,9.606057448472989e-43,1.1593517610226021e-42,True
32,1.3314390193560293,0.0820127998419984,2.8745477251540286e-59,4.374311755669174e-59,True
33,1.3323884404306012,0.08265071866766346,1.8249419934768676e-58,2.6613737404870984e-58,True
34,1.3139134242328168,0.0833651403399993,5.776240842833104e-56,8.086737179966346e-56,True
