seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.50625,0.48125,0.53125
0,1,0.484375,0.46875,0.5
0,2,0.471875,0.48125,0.4625
0,3,0.484375,0.51875,0.45
0,4,0.484375,0.525,0.44375
0,5,0.496875,0.54375,0.45
0,6,0.475,0.48125,0.46875
0,7,0.496875,0.46875,0.525
0,8,0.453125,0.45625,0.45
0,9,0.478125,0.48125,0.475
0,10,0.48125,0.5,0.4625
0,11,0.515625,0.5,0.53125
0,12,0.490625,0.5,0.48125
0,13,0.50625,0.45625,0.55625
0,14,0.49375,0.4375,0.55
0,15,0.46875,0.46875,0.46875
0,16,0.471875,0.46875,0.475
0,17,0.428125,0.3875,0.46875
0,18,0.4375,0.40625,0.46875
0,19,0.46875,0.425,0.5125
0,20,0.46875,0.4625,0.475
0,21,0.475,0.44375,0.50625
0,22,0.453125,0.4625,0.44375
0,23,0.475,0.5,0.45
0,24,0.459375,0.4625,0.45625
0,25,0.45625,0.4625,0.45
0,26,0.478125,0.4875,0.46875
0,27,0.46875,0.44375,0.49375
0,28,0.4625,0.46875,0.45625
0,29,0.471875,0.4625,0.48125
0,30,0.475,0.45625,0.49375
0,31,0.46875,0.4625,0.475
0,32,0.471875,0.475,0.46875
0,33,0.471875,0.45625,0.4875
0,34,0.478125,0.44375,0.5125
0,35,0.4875,0.46875,0.50625
0,36,0.50625,0.45,0.5625
0,37,0.49375,0.44375,0.54375
0,38,0.496875,0.4625,0.53125
0,39,0.484375,0.45625,0.5125
0,40,0.4875,0.4625,0.5125
0,41,0.490625,0.475,0.50625
0,42,0.48125,0.45,0.5125
0,43,0.478125,0.45,0.50625
0,44,0.45625,0.425,0.4875
0,45,0.471875,0.45625,0.4875
0,46,0.46875,0.4875,0.45
0,47,0.48125,0.5,0.4625
1,0,0.509375,0.51875,0.5
1,1,0.528125,0.5,0.55625
1,2,0.54375,0.5375,0.55
1,3,0.521875,0.54375,0.5
1,4,0.53125,0.5,0.5625
1,5,0.546875,0.55,0.54375
1,6,0.540625,0.53125,0.55
1,7,0.509375,0.5,0.51875
1,8,0.49375,0.50625,0.48125
1,9,0.48125,0.4875,0.475
1,10,0.475,0.50625,0.44375
1,11,0.5,0.525,0.475
1,12,0.5,0.4875,0.5125
1,13,0.51875,0.5125,0.525
1,14,0.475,0.50625,0.44375
1,15,0.4625,0.4625,0.4625
1,16,0.459375,0.45625,0.4625
1,17,0.4875,0.4375,0.5375
1,18,0.50625,0.48125,0.53125
1,19,0.4875,0.46875,0.50625
1,20,0.490625,0.48125,0.5
1,21,0.471875,0.45625,0.4875
1,22,0.503125,0.525,0.48125
1,23,0.521875,0.5125,0.53125
1,24,0.484375,0.48125,0.4875
1,25,0.49375,0.5125,0.475
1,26,0.484375,0.51875,0.45
1,27,0.4875,0.51875,0.45625
1,28,0.496875,0.50625,0.4875
1,29,0.496875,0.51875,0.475
1,30,0.49375,0.49375,0.49375
1,31,0.471875,0.5,0.44375
1,32,0.503125,0.5125,0.49375
1,33,0.478125,0.5,0.45625
1,34,0.528125,0.5625,0.49375
1,35,0.525,0.55,0.5
1,36,0.521875,0.55625,0.4875
1,37,0.49375,0.55625,0.43125
1,38,0.475,0.53125,0.41875
1,39,0.490625,0.575,0.40625
1,40,0.5125,0.6,0.425
1,41,0.496875,0.58125,0.4125
1,42,0.471875,0.55625,0.3875
1,43,0.478125,0.59375,0.3625
1,44,0.471875,0.525,0.41875
1,45,0.440625,0.5,0.38125
1,46,0.49375,0.5625,0.425
1,47,0.465625,0.49375,0.4375
2,0,0.496875,0.46875,0.525
2,1,0.49375,0.49375,0.49375
2,2,0.503125,0.5,0.50625
2,3,0.496875,0.50625,0.4875
2,4,0.490625,0.4875,0.49375
2,5,0.471875,0.475,0.46875
2,6,0.5,0.475,0.525
2,7,0.503125,0.43125,0.575
2,8,0.5125,0.525,0.5
2,9,0.49375,0.48125,0.50625
2,10,0.490625,0.4625,0.51875
2,11,0.5,0.49375,0.50625
2,12,0.4875,0.4625,0.5125
2,13,0.50625,0.48125,0.53125
2,14,0.4625,0.44375,0.48125
2,15,0.496875,0.4625,0.53125
2,16,0.496875,0.475,0.51875
2,17,0.48125,0.475,0.4875
2,18,0.44375,0.44375,0.44375
2,19,0.471875,0.4625,0.48125
2,20,0.503125,0.49375,0.5125
2,21,0.49375,0.53125,0.45625
2,22,0.484375,0.45625,0.5125
2,23,0.478125,0.45,0.50625
2,24,0.5,0.5,0.5
