seed,max_accuracy
0,0.509375
1,0.51875
2,0.515625
3,0.5875
4,0.515625
5,0.5375
6,0.53125
7,0.5375
8,0.584375
9,0.615625
10,0.5375
11,0.5875
12,0.559375
13,0.534375
14,0.5375
15,0.578125
16,0.534375
17,0.53125
18,0.575
19,0.53125
20,0.596875
21,0.51875
22,0.521875
23,0.565625
24,0.534375
25,0.51875
26,0.546875
27,0.521875
28,0.55625
29,0.5375
30,0.521875
31,0.546875
32,0.53125
33,0.53125
34,0.54375
35,0.546875
36,0.553125
37,0.521875
38,0.60625
39,0.525
40,0.553125
41,0.54375
42,0.51875
43,0.5375
44,0.53125
45,0.5875
46,0.571875
47,0.53125
48,0.521875
49,0.525
50,0.521875
51,0.54375
52,0.571875
53,0.5375
54,0.53125
55,0.5
56,0.559375
57,0.53125
58,0.55625
59,0.528125
60,0.525
61,0.575
62,0.53125
63,0.53125
64,0.53125
65,0.521875
66,0.546875
67,0.546875
68,0.56875
69,0.6
70,0.55
71,0.534375
72,0.53125
73,0.565625
74,0.559375
75,0.5375
76,0.559375
77,0.509375
78,0.54375
79,0.509375
80,0.509375
81,0.509375
82,0.525
83,0.525
84,0.50625
85,0.571875
86,0.528125
87,0.56875
88,0.509375
89,0.55625
90,0.5625
91,0.54375
92,0.5125
93,0.521875
94,0.540625
95,0.51875
96,0.534375
97,0.515625
98,0.54375
99,0.525
100,0.56875
101,0.540625
102,0.5125
103,0.578125
104,0.521875
105,0.5625
106,0.503125
107,0.540625
108,0.553125
109,0.525
110,0.565625
111,0.503125
112,0.50625
113,0.5375
114,0.559375
115,0.54375
116,0.521875
117,0.51875
118,0.528125
119,0.51875
120,0.51875
121,0.540625
122,0.540625
123,0.525
124,0.596875
125,0.55
126,0.525
127,0.51875
128,0.521875
129,0.515625
130,0.55
131,0.5375
132,0.56875
133,0.540625
134,0.534375
135,0.55
136,0.546875
137,0.50625
138,0.54375
139,0.546875
140,0.534375
141,0.515625
142,0.58125
143,0.5125
144,0.51875
145,0.528125
146,0.58125
147,0.584375
148,0.553125
149,0.565625
150,0.521875
151,0.54375
152,0.553125
153,0.559375
154,0.5125
155,0.5875
156,0.56875
157,0.515625
158,0.540625
159,0.5625
160,0.575
161,0.55625
162,0.525
163,0.609375
164,0.540625
165,0.571875
166,0.521875
167,0.503125
168,0.5375
169,0.528125
170,0.50625
171,0.540625
172,0.546875
173,0.54375
174,0.540625
175,0.546875
176,0.546875
177,0.5125
178,0.51875
179,0.534375
180,0.54375
181,0.528125
182,0.53125
183,0.553125
184,0.55625
185,0.534375
186,0.5375
187,0.503125
188,0.53125
189,0.54375
190,0.5625
191,0.55
192,0.546875
193,0.55625
194,0.559375
195,0.528125
196,0.553125
197,0.578125
198,0.5125
199,0.584375
200,0.5625
201,0.53125
202,0.5125
203,0.54375
204,0.5375
205,0.521875
206,0.59375
207,0.521875
208,0.575
209,0.578125
210,0.51875
211,0.565625
212,0.540625
213,0.53125
214,0.528125
215,0.528125
216,0.5375
217,0.528125
218,0.559375
219,0.521875
220,0.515625
221,0.503125
222,0.54375
223,0.51875
224,0.5375
225,0.525
226,0.53125
227,0.528125
228,0.521875
229,0.55625
230,0.553125
231,0.515625
232,0.55625
233,0.5625
234,0.528125
235,0.5125
236,0.528125
237,0.51875
238,0.50625
239,0.5125
240,0.503125
241,0.54375
242,0.540625
243,0.540625
244,0.5625
245,0.509375
246,0.54375
247,0.5375
248,0.540625
249,0.534375
250,0.55
251,0.5125
252,0.571875
253,0.55625
254,0.53125
255,0.54375
256,0.534375
257,0.51875
258,0.53125
259,0.553125
260,0.546875
261,0.540625
262,0.55
263,0.609375
264,0.528125
265,0.575
266,0.5125
267,0.53125
268,0.58125
269,0.528125
270,0.575
271,0.53125
272,0.55
273,0.575
274,0.5625
275,0.575
276,0.515625
277,0.53125
278,0.559375
279,0.534375
280,0.509375
281,0.53125
282,0.503125
283,0.509375
284,0.5375
285,0.5625
286,0.578125
287,0.521875
288,0.521875
289,0.596875
290,0.553125
291,0.534375
292,0.53125
293,0.528125
294,0.503125
295,0.525
296,0.590625
297,0.540625
298,0.53125
299,0.5875
300,0.56875
301,0.51875
302,0.53125
303,0.584375
304,0.578125
305,0.515625
306,0.534375
307,0.54375
308,0.525
309,0.53125
310,0.534375
311,0.603125
312,0.5125
313,0.559375
314,0.53125
315,0.59375
316,0.55
317,0.55625
318,0.5125
319,0.559375
320,0.56875
321,0.565625
322,0.525
323,0.53125
324,0.540625
325,0.50625
326,0.553125
327,0.515625
328,0.559375
329,0.525
330,0.528125
331,0.528125
332,0.5375
333,0.565625
334,0.51875
335,0.5875
336,0.56875
337,0.51875
338,0.546875
339,0.5375
340,0.53125
341,0.578125
342,0.521875
343,0.6
344,0.55
345,0.54375
346,0.546875
347,0.509375
348,0.521875
349,0.60625
350,0.534375
351,0.590625
352,0.51875
353,0.55
