layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.503125,0.58125,1.0,False
1,0.50625,0.58125,1.0,False
2,0.5125,0.58125,0.983016983016983,False
3,0.5,0.58125,1.0,False
4,0.503125,0.58125,1.0,False
5,0.503125,0.58125,1.0,False
6,0.5,0.58125,1.0,False
7,0.503125,0.58125,1.0,False
8,0.496875,0.58125,1.0,False
9,0.5,0.58125,1.0,False
10,0.503125,0.58125,1.0,False
11,0.5,0.58125,1.0,False
12,0.578125,0.58125,0.06593406593406594,False
13,0.61875,0.58125,0.006993006993006993,True
14,0.753125,0.58125,0.000999000999000999,True
15,0.7625,0.58125,0.000999000999000999,True
16,0.809375,0.58125,0.000999000999000999,True
17,0.83125,0.58125,0.000999000999000999,True
18,0.853125,0.58125,0.000999000999000999,True
19,0.88125,0.58125,0.000999000999000999,True
20,0.88125,0.58125,0.000999000999000999,True
21,0.896875,0.58125,0.000999000999000999,True
22,0.90625,0.58125,0.000999000999000999,True
23,0.925,0.58125,0.000999000999000999,True
24,0.925,0.58125,0.000999000999000999,True
25,0.95,0.58125,0.000999000999000999,True
26,0.940625,0.58125,0.000999000999000999,True
27,0.95,0.58125,0.000999000999000999,True
28,0.959375,0.58125,0.000999000999000999,True
29,0.946875,0.58125,0.000999000999000999,True
30,0.946875,0.58125,0.000999000999000999,True
31,0.93125,0.58125,0.000999000999000999,True
32,0.925,0.58125,0.000999000999000999,True
33,0.89375,0.58125,0.000999000999000999,True
34,0.89375,0.58125,0.000999000999000999,True
35,0.890625,0.58125,0.000999000999000999,True
36,0.8875,0.58125,0.000999000999000999,True
37,0.884375,0.58125,0.000999000999000999,True
38,0.86875,0.58125,0.000999000999000999,True
39,0.875,0.58125,0.000999000999000999,True
40,0.86875,0.58125,0.000999000999000999,True
41,0.85625,0.58125,0.000999000999000999,True
42,0.859375,0.58125,0.000999000999000999,True
43,0.865625,0.58125,0.000999000999000999,True
44,0.846875,0.58125,0.000999000999000999,True
45,0.853125,0.58125,0.000999000999000999,True
46,0.80625,0.58125,0.000999000999000999,True
47,0.76875,0.58125,0.000999000999000999,True
