seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.490625,0.5,0.48125
0,1,0.503125,0.4875,0.51875
0,2,0.509375,0.53125,0.4875
0,3,0.50625,0.50625,0.50625
0,4,0.509375,0.46875,0.55
0,5,0.503125,0.49375,0.5125
0,6,0.5125,0.54375,0.48125
0,7,0.4875,0.46875,0.50625
0,8,0.490625,0.5125,0.46875
0,9,0.50625,0.5375,0.475
0,10,0.475,0.48125,0.46875
0,11,0.453125,0.475,0.43125
0,12,0.48125,0.49375,0.46875
0,13,0.484375,0.5,0.46875
0,14,0.503125,0.50625,0.5
0,15,0.49375,0.4625,0.525
0,16,0.459375,0.4625,0.45625
0,17,0.509375,0.48125,0.5375
0,18,0.51875,0.4875,0.55
0,19,0.48125,0.45625,0.50625
0,20,0.4875,0.4375,0.5375
0,21,0.4875,0.46875,0.50625
0,22,0.49375,0.4625,0.525
0,23,0.496875,0.4875,0.50625
0,24,0.5,0.49375,0.50625
0,25,0.484375,0.46875,0.5
0,26,0.5125,0.5375,0.4875
0,27,0.5,0.51875,0.48125
0,28,0.484375,0.525,0.44375
0,29,0.503125,0.53125,0.475
0,30,0.46875,0.50625,0.43125
0,31,0.478125,0.5125,0.44375
0,32,0.475,0.5,0.45
0,33,0.49375,0.50625,0.48125
0,34,0.50625,0.5125,0.5
0,35,0.51875,0.53125,0.50625
0,36,0.49375,0.50625,0.48125
0,37,0.484375,0.5,0.46875
0,38,0.484375,0.50625,0.4625
0,39,0.484375,0.4875,0.48125
0,40,0.4875,0.4625,0.5125
0,41,0.453125,0.45625,0.45
0,42,0.46875,0.45625,0.48125
0,43,0.446875,0.4125,0.48125
0,44,0.45,0.44375,0.45625
0,45,0.49375,0.4875,0.5
0,46,0.4625,0.425,0.5
0,47,0.475,0.45,0.5
0,48,0.46875,0.4375,0.5
0,49,0.434375,0.41875,0.45
0,50,0.4375,0.4375,0.4375
0,51,0.434375,0.4125,0.45625
0,52,0.45,0.44375,0.45625
0,53,0.459375,0.4625,0.45625
0,54,0.45625,0.44375,0.46875
0,55,0.44375,0.44375,0.44375
0,56,0.446875,0.45625,0.4375
0,57,0.428125,0.45,0.40625
0,58,0.45,0.48125,0.41875
0,59,0.43125,0.44375,0.41875
0,60,0.484375,0.51875,0.45
0,61,0.465625,0.5,0.43125
0,62,0.46875,0.49375,0.44375
0,63,0.465625,0.5,0.43125
0,64,0.459375,0.50625,0.4125
0,65,0.446875,0.49375,0.4
0,66,0.4625,0.51875,0.40625
0,67,0.446875,0.475,0.41875
0,68,0.446875,0.48125,0.4125
0,69,0.45625,0.49375,0.41875
0,70,0.46875,0.4625,0.475
0,71,0.48125,0.4875,0.475
0,72,0.471875,0.49375,0.45
0,73,0.459375,0.475,0.44375
0,74,0.4625,0.49375,0.43125
0,75,0.45,0.4875,0.4125
0,76,0.484375,0.50625,0.4625
0,77,0.4625,0.4625,0.4625
0,78,0.45625,0.45,0.4625
0,79,0.46875,0.4625,0.475
1,0,0.490625,0.4875,0.49375
1,1,0.51875,0.525,0.5125
1,2,0.503125,0.5,0.50625
1,3,0.5125,0.45625,0.56875
1,4,0.50625,0.46875,0.54375
1,5,0.509375,0.4625,0.55625
1,6,0.5,0.4875,0.5125
1,7,0.490625,0.475,0.50625
1,8,0.49375,0.4625,0.525
1,9,0.484375,0.43125,0.5375
1,10,0.50625,0.51875,0.49375
1,11,0.503125,0.525,0.48125
1,12,0.5125,0.5125,0.5125
1,13,0.5,0.5,0.5
1,14,0.490625,0.4625,0.51875
1,15,0.509375,0.44375,0.575
1,16,0.5,0.5,0.5
1,17,0.509375,0.5,0.51875
1,18,0.453125,0.41875,0.4875
1,19,0.478125,0.475,0.48125
1,20,0.459375,0.44375,0.475
1,21,0.453125,0.43125,0.475
1,22,0.459375,0.45,0.46875
1,23,0.465625,0.4625,0.46875
1,24,0.453125,0.4625,0.44375
1,25,0.465625,0.45625,0.475
1,26,0.465625,0.425,0.50625
1,27,0.45,0.38125,0.51875
1,28,0.4625,0.41875,0.50625
1,29,0.49375,0.475,0.5125
1,30,0.478125,0.43125,0.525
1,31,0.490625,0.4875,0.49375
1,32,0.475,0.46875,0.48125
1,33,0.471875,0.46875,0.475
1,34,0.496875,0.49375,0.5
1,35,0.5125,0.50625,0.51875
1,36,0.50625,0.525,0.4875
1,37,0.490625,0.5125,0.46875
1,38,0.5,0.50625,0.49375
1,39,0.465625,0.4875,0.44375
1,40,0.484375,0.50625,0.4625
1,41,0.484375,0.49375,0.475
1,42,0.496875,0.5125,0.48125
1,43,0.49375,0.53125,0.45625
1,44,0.46875,0.48125,0.45625
1,45,0.503125,0.51875,0.4875
1,46,0.4625,0.46875,0.45625
1,47,0.509375,0.5125,0.50625
1,48,0.50625,0.53125,0.48125
1,49,0.503125,0.51875,0.4875
1,50,0.48125,0.48125,0.48125
1,51,0.465625,0.43125,0.5
1,52,0.4875,0.46875,0.50625
1,53,0.465625,0.45,0.48125
1,54,0.475,0.45625,0.49375
1,55,0.440625,0.39375,0.4875
1,56,0.4625,0.425,0.5
1,57,0.459375,0.425,0.49375
1,58,0.45625,0.4125,0.5
1,59,0.4375,0.3875,0.4875
1,60,0.46875,0.41875,0.51875
1,61,0.453125,0.39375,0.5125
1,62,0.4375,0.4,0.475
1,63,0.4375,0.39375,0.48125
1,64,0.484375,0.475,0.49375
1,65,0.475,0.4375,0.5125
1,66,0.45625,0.4125,0.5
1,67,0.4625,0.45625,0.46875
1,68,0.484375,0.475,0.49375
1,69,0.478125,0.45625,0.5
1,70,0.478125,0.475,0.48125
1,71,0.48125,0.46875,0.49375
1,72,0.45625,0.44375,0.46875
1,73,0.48125,0.4625,0.5
1,74,0.475,0.4625,0.4875
1,75,0.484375,0.48125,0.4875
1,76,0.48125,0.5,0.4625
1,77,0.471875,0.5125,0.43125
1,78,0.45625,0.475,0.4375
1,79,0.46875,0.525,0.4125
2,0,0.509375,0.49375,0.525
2,1,0.5,0.46875,0.53125
2,2,0.5,0.51875,0.48125
2,3,0.4875,0.5125,0.4625
2,4,0.4875,0.56875,0.40625
2,5,0.50625,0.51875,0.49375
2,6,0.490625,0.51875,0.4625
2,7,0.490625,0.525,0.45625
2,8,0.4875,0.525,0.45
2,9,0.49375,0.525,0.4625
2,10,0.490625,0.5125,0.46875
2,11,0.496875,0.50625,0.4875
2,12,0.496875,0.50625,0.4875
2,13,0.503125,0.525,0.48125
2,14,0.496875,0.48125,0.5125
2,15,0.484375,0.475,0.49375
2,16,0.475,0.5,0.45
2,17,0.471875,0.49375,0.45
2,18,0.51875,0.54375,0.49375
2,19,0.528125,0.53125,0.525
2,20,0.50625,0.5125,0.5
2,21,0.5375,0.5375,0.5375
2,22,0.521875,0.51875,0.525
2,23,0.50625,0.50625,0.50625
2,24,0.5125,0.49375,0.53125
2,25,0.51875,0.4875,0.55
2,26,0.50625,0.4875,0.525
2,27,0.496875,0.5125,0.48125
2,28,0.50625,0.53125,0.48125
2,29,0.509375,0.55,0.46875
2,30,0.496875,0.5625,0.43125
2,31,0.4875,0.525,0.45
2,32,0.478125,0.4875,0.46875
2,33,0.471875,0.5,0.44375
2,34,0.490625,0.49375,0.4875
2,35,0.459375,0.48125,0.4375
2,36,0.475,0.46875,0.48125
2,37,0.471875,0.475,0.46875
2,38,0.478125,0.50625,0.45
2,39,0.496875,0.53125,0.4625
2,40,0.528125,0.5375,0.51875
2,41,0.546875,0.55,0.54375
2,42,0.5125,0.50625,0.51875
