layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.515625,0.590625,0.9500499500499501,False
1,0.50625,0.590625,0.994005994005994,False
2,0.55,0.590625,0.4005994005994006,False
3,0.5375,0.590625,0.6113886113886113,False
4,0.528125,0.590625,0.7812187812187812,False
5,0.540625,0.590625,0.5554445554445554,False
6,0.53125,0.590625,0.7312687312687313,False
7,0.596875,0.590625,0.029970029970029972,True
8,0.6,0.590625,0.023976023976023976,True
9,0.6125,0.590625,0.005994005994005994,True
10,0.66875,0.590625,0.000999000999000999,True
11,0.690625,0.590625,0.000999000999000999,True
12,0.728125,0.590625,0.000999000999000999,True
13,0.715625,0.590625,0.000999000999000999,True
14,0.696875,0.590625,0.000999000999000999,True
15,0.78125,0.590625,0.000999000999000999,True
16,0.790625,0.590625,0.000999000999000999,True
17,0.80625,0.590625,0.000999000999000999,True
18,0.840625,0.590625,0.000999000999000999,True
19,0.846875,0.590625,0.000999000999000999,True
20,0.84375,0.590625,0.000999000999000999,True
21,0.84375,0.590625,0.000999000999000999,True
22,0.840625,0.590625,0.000999000999000999,True
23,0.84375,0.590625,0.000999000999000999,True
24,0.834375,0.590625,0.000999000999000999,True
25,0.8625,0.590625,0.000999000999000999,True
26,0.8625,0.590625,0.000999000999000999,True
27,0.8625,0.590625,0.000999000999000999,True
28,0.853125,0.590625,0.000999000999000999,True
29,0.85625,0.590625,0.000999000999000999,True
30,0.86875,0.590625,0.000999000999000999,True
31,0.86875,0.590625,0.000999000999000999,True
32,0.865625,0.590625,0.000999000999000999,True
33,0.86875,0.590625,0.000999000999000999,True
34,0.871875,0.590625,0.000999000999000999,True
35,0.8625,0.590625,0.000999000999000999,True
36,0.86875,0.590625,0.000999000999000999,True
37,0.86875,0.590625,0.000999000999000999,True
38,0.871875,0.590625,0.000999000999000999,True
39,0.88125,0.590625,0.000999000999000999,True
40,0.88125,0.590625,0.000999000999000999,True
41,0.875,0.590625,0.000999000999000999,True
42,0.890625,0.590625,0.000999000999000999,True
43,0.903125,0.590625,0.000999000999000999,True
44,0.9125,0.590625,0.000999000999000999,True
45,0.9375,0.590625,0.000999000999000999,True
46,0.946875,0.590625,0.000999000999000999,True
47,0.95625,0.590625,0.000999000999000999,True
48,0.9625,0.590625,0.000999000999000999,True
49,0.9625,0.590625,0.000999000999000999,True
50,0.975,0.590625,0.000999000999000999,True
51,0.975,0.590625,0.000999000999000999,True
52,0.975,0.590625,0.000999000999000999,True
53,0.971875,0.590625,0.000999000999000999,True
54,0.971875,0.590625,0.000999000999000999,True
55,0.971875,0.590625,0.000999000999000999,True
56,0.96875,0.590625,0.000999000999000999,True
57,0.96875,0.590625,0.000999000999000999,True
58,0.9625,0.590625,0.000999000999000999,True
59,0.9625,0.590625,0.000999000999000999,True
60,0.965625,0.590625,0.000999000999000999,True
61,0.9625,0.590625,0.000999000999000999,True
62,0.9625,0.590625,0.000999000999000999,True
63,0.965625,0.590625,0.000999000999000999,True
64,0.965625,0.590625,0.000999000999000999,True
65,0.96875,0.590625,0.000999000999000999,True
66,0.965625,0.590625,0.000999000999000999,True
67,0.965625,0.590625,0.000999000999000999,True
68,0.965625,0.590625,0.000999000999000999,True
69,0.959375,0.590625,0.000999000999000999,True
70,0.965625,0.590625,0.000999000999000999,True
71,0.959375,0.590625,0.000999000999000999,True
72,0.959375,0.590625,0.000999000999000999,True
73,0.946875,0.590625,0.000999000999000999,True
74,0.946875,0.590625,0.000999000999000999,True
75,0.940625,0.590625,0.000999000999000999,True
76,0.934375,0.590625,0.000999000999000999,True
77,0.928125,0.590625,0.000999000999000999,True
78,0.9125,0.590625,0.000999000999000999,True
79,0.903125,0.590625,0.000999000999000999,True
