layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.784375,0.58125,0.000999000999000999,True
1,0.759375,0.58125,0.000999000999000999,True
2,0.78125,0.58125,0.000999000999000999,True
3,0.76875,0.58125,0.000999000999000999,True
4,0.8,0.58125,0.000999000999000999,True
5,0.8125,0.58125,0.000999000999000999,True
6,0.8375,0.58125,0.000999000999000999,True
7,0.890625,0.58125,0.000999000999000999,True
8,0.878125,0.58125,0.000999000999000999,True
9,0.91875,0.58125,0.000999000999000999,True
10,0.915625,0.58125,0.000999000999000999,True
11,0.928125,0.58125,0.000999000999000999,True
12,0.953125,0.58125,0.000999000999000999,True
13,0.965625,0.58125,0.000999000999000999,True
14,0.95,0.58125,0.000999000999000999,True
15,0.946875,0.58125,0.000999000999000999,True
16,0.946875,0.58125,0.000999000999000999,True
17,0.946875,0.58125,0.000999000999000999,True
18,0.934375,0.58125,0.000999000999000999,True
19,0.93125,0.58125,0.000999000999000999,True
20,0.9375,0.58125,0.000999000999000999,True
21,0.93125,0.58125,0.000999000999000999,True
22,0.925,0.58125,0.000999000999000999,True
23,0.903125,0.58125,0.000999000999000999,True
24,0.9,0.58125,0.000999000999000999,True
25,0.8875,0.58125,0.000999000999000999,True
26,0.884375,0.58125,0.000999000999000999,True
27,0.878125,0.58125,0.000999000999000999,True
28,0.871875,0.58125,0.000999000999000999,True
29,0.871875,0.58125,0.000999000999000999,True
30,0.875,0.58125,0.000999000999000999,True
31,0.88125,0.58125,0.000999000999000999,True
32,0.859375,0.58125,0.000999000999000999,True
33,0.853125,0.58125,0.000999000999000999,True
