seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.471875,0.49375,0.45
0,1,0.471875,0.475,0.46875
0,2,0.465625,0.46875,0.4625
0,3,0.471875,0.45,0.49375
0,4,0.496875,0.5,0.49375
0,5,0.490625,0.475,0.50625
0,6,0.48125,0.4875,0.475
0,7,0.49375,0.51875,0.46875
0,8,0.5125,0.49375,0.53125
0,9,0.50625,0.525,0.4875
0,10,0.496875,0.51875,0.475
0,11,0.465625,0.48125,0.45
0,12,0.44375,0.38125,0.50625
0,13,0.459375,0.45,0.46875
0,14,0.446875,0.45625,0.4375
0,15,0.43125,0.45625,0.40625
0,16,0.453125,0.475,0.43125
0,17,0.465625,0.49375,0.4375
0,18,0.453125,0.48125,0.425
0,19,0.490625,0.5125,0.46875
0,20,0.5,0.525,0.475
0,21,0.50625,0.51875,0.49375
0,22,0.4875,0.4875,0.4875
0,23,0.475,0.4625,0.4875
0,24,0.51875,0.50625,0.53125
0,25,0.478125,0.45,0.50625
0,26,0.503125,0.475,0.53125
0,27,0.48125,0.48125,0.48125
0,28,0.509375,0.5125,0.50625
0,29,0.490625,0.49375,0.4875
0,30,0.471875,0.45625,0.4875
0,31,0.4625,0.4625,0.4625
0,32,0.471875,0.49375,0.45
0,33,0.475,0.5,0.45
1,0,0.53125,0.5375,0.525
1,1,0.5375,0.53125,0.54375
1,2,0.54375,0.53125,0.55625
1,3,0.525,0.55,0.5
1,4,0.521875,0.525,0.51875
1,5,0.55625,0.5625,0.55
1,6,0.5125,0.4625,0.5625
1,7,0.471875,0.44375,0.5
1,8,0.521875,0.53125,0.5125
1,9,0.471875,0.50625,0.4375
1,10,0.478125,0.46875,0.4875
1,11,0.484375,0.5,0.46875
1,12,0.51875,0.525,0.5125
1,13,0.475,0.475,0.475
1,14,0.49375,0.45,0.5375
1,15,0.5,0.4875,0.5125
1,16,0.509375,0.51875,0.5
1,17,0.5125,0.50625,0.51875
1,18,0.49375,0.4625,0.525
1,19,0.484375,0.43125,0.5375
1,20,0.4875,0.45625,0.51875
1,21,0.4875,0.48125,0.49375
1,22,0.48125,0.48125,0.48125
1,23,0.490625,0.4625,0.51875
1,24,0.44375,0.44375,0.44375
1,25,0.471875,0.45,0.49375
1,26,0.48125,0.46875,0.49375
1,27,0.48125,0.4875,0.475
1,28,0.4875,0.50625,0.46875
1,29,0.503125,0.55,0.45625
1,30,0.478125,0.525,0.43125
1,31,0.49375,0.5125,0.475
1,32,0.503125,0.525,0.48125
1,33,0.471875,0.5125,0.43125
2,0,0.471875,0.48125,0.4625
2,1,0.478125,0.49375,0.4625
2,2,0.45625,0.41875,0.49375
2,3,0.459375,0.49375,0.425
2,4,0.484375,0.5125,0.45625
2,5,0.503125,0.55625,0.45
2,6,0.453125,0.45,0.45625
2,7,0.490625,0.46875,0.5125
2,8,0.490625,0.4625,0.51875
2,9,0.471875,0.475,0.46875
2,10,0.515625,0.48125,0.55
2,11,0.5125,0.50625,0.51875
2,12,0.53125,0.525,0.5375
2,13,0.51875,0.53125,0.50625
2,14,0.525,0.55625,0.49375
2,15,0.559375,0.5625,0.55625
2,16,0.546875,0.5625,0.53125
2,17,0.53125,0.58125,0.48125
2,18,0.546875,0.575,0.51875
2,19,0.5375,0.55,0.525
2,20,0.515625,0.50625,0.525
2,21,0.5125,0.5125,0.5125
2,22,0.521875,0.5625,0.48125
2,23,0.5125,0.5375,0.4875
2,24,0.509375,0.5375,0.48125
2,25,0.53125,0.5625,0.5
2,26,0.528125,0.56875,0.4875
2,27,0.521875,0.575,0.46875
2,28,0.515625,0.5625,0.46875
2,29,0.521875,0.5875,0.45625
2,30,0.509375,0.56875,0.45
2,31,0.515625,0.55,0.48125
2,32,0.521875,0.55625,0.4875
2,33,0.49375,0.5375,0.45
3,0,0.46875,0.475,0.4625
3,1,0.50625,0.48125,0.53125
3,2,0.496875,0.48125,0.5125
3,3,0.475,0.50625,0.44375
3,4,0.4875,0.45625,0.51875
3,5,0.50625,0.54375,0.46875
3,6,0.50625,0.53125,0.48125
3,7,0.48125,0.46875,0.49375
3,8,0.534375,0.5375,0.53125
3,9,0.528125,0.50625,0.55
3,10,0.528125,0.50625,0.55
3,11,0.503125,0.5,0.50625
3,12,0.515625,0.48125,0.55
3,13,0.528125,0.51875,0.5375
3,14,0.525,0.49375,0.55625
3,15,0.55,0.53125,0.56875
3,16,0.553125,0.58125,0.525
3,17,0.540625,0.55,0.53125
3,18,0.525,0.53125,0.51875
3,19,0.484375,0.4625,0.50625
3,20,0.49375,0.49375,0.49375
3,21,0.5,0.525,0.475
3,22,0.4875,0.5125,0.4625
3,23,0.528125,0.5125,0.54375
3,24,0.51875,0.5375,0.5
3,25,0.490625,0.5,0.48125
3,26,0.484375,0.5125,0.45625
3,27,0.50625,0.55,0.4625
3,28,0.49375,0.54375,0.44375
3,29,0.496875,0.56875,0.425
3,30,0.503125,0.5375,0.46875
3,31,0.509375,0.55625,0.4625
3,32,0.5125,0.54375,0.48125
3,33,0.5,0.5625,0.4375
