layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.18714567262444398,0.052532816152764075,0.00036740612318652763,0.00038674328756476594,True
1,0.22921880857442994,0.0642171986039732,0.000357758509164167,0.00038160907644177813,True
2,0.27966830637769846,0.07425544822988309,0.00016568458730150903,0.00017911847275838813,True
3,0.24352492321160213,0.06885822639762641,0.00040529253016476145,0.00042108314822312875,True
4,0.21142141282545093,0.07337805450401097,0.00396086024576996,0.00396086024576996,True
5,0.20822858879114206,0.06215590816696446,0.00080782011321039,0.000818045684263686,True
6,0.20477441642567717,0.05941184306987723,0.0005674918977604281,0.0005820429720619775,True
7,0.7028305939056998,0.1182835808061698,2.817171491294124e-09,3.0873112233360263e-09,True
8,0.6547135376761306,0.1025832092410396,1.7448420727862758e-10,1.938713414206973e-10,True
9,0.756956344967309,0.10113336938853555,7.169231740752455e-14,8.078007595214034e-14,True
10,0.8885854345652202,0.07122724666251362,1.0174727835592993e-35,1.1628260383534848e-35,True
11,0.9087538023305426,0.07197249178913404,1.5102240119974393e-36,1.7509843617361615e-36,True
12,1.0030752075589644,0.06353824489988122,3.826284150638575e-56,4.637920182592212e-56,True
13,1.0204357675248263,0.06528927745717694,4.587158047308644e-55,5.477203638577485e-55,True
14,0.9834454705259246,0.06418947897205558,5.537960476089909e-53,6.515247618929306e-53,True
15,1.212793575795363,0.0491515862296831,2.006398569056671e-134,2.4694136234543643e-134,True
16,1.2188510546485936,0.04896048462090504,8.515367576319635e-137,1.0644209470399543e-136,True
17,1.2483332431824947,0.04230556902082967,2.3041935151429862e-191,2.925960019229189e-191,True
18,1.288185781583012,0.03963884178641292,1.1354434296676956e-231,1.682138414322512e-231,True
19,1.2951220581745229,0.040499299851925644,2.1446726861234264e-224,2.958169222239209e-224,True
20,1.2877289940870347,0.03944840583628795,9.950952612143691e-234,1.5609337430813634e-233,True
21,1.2885483183489748,0.04128555008628959,7.642338876605375e-214,1.0022739510302132e-213,True
22,1.2852970580463463,0.04139276772832344,1.097480632875379e-211,1.4161040424198437e-211,True
23,1.2921399921893222,0.04038742182613421,1.3374526610064707e-224,1.8771265417634675e-224,True
