layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
24,1.3037706345846205,0.041317276269524146,1.526486131858337e-218,2.0353148424777826e-218,True
25,1.3251583527420274,0.04075797980612909,7.01779248180009e-232,1.059289431215108e-231,True
26,1.313213816357413,0.03951395304005018,3.45550455769152e-242,5.7591742628192e-242,True
27,1.3247310275036688,0.04021887484795249,6.27501495557113e-238,1.004002392891381e-237,True
28,1.3249939469617127,0.039443824079045876,2.2009132181138292e-247,4.0016603965705984e-247,True
29,1.3221213092261284,0.037332313227070965,1.005931946571624e-274,2.0634501468135878e-274,True
30,1.3249371026063579,0.037393378345093625,5.415347947160937e-275,1.1400732520338815e-274,True
31,1.3082806534071694,0.03885921379710756,1.7471099757454585e-248,3.2504371641775973e-248,True
32,1.3162148106787814,0.04052734354812224,2.237783056918908e-231,3.2549571737002297e-231,True
33,1.3199137495912105,0.04067760065468652,5.748085081391083e-231,8.211550116272976e-231,True
34,1.3251369694019752,0.040668311654297046,6.908019155932912e-233,1.0627721778358326e-232,True
35,1.3208293131641131,0.039557896320115526,1.929464395873804e-244,3.3555902536935725e-244,True
36,1.3227536385365155,0.039770182546326645,1.4666012900985367e-242,2.4963426214443177e-242,True
37,1.3234731414758345,0.03949255897966634,3.2269817552228987e-246,5.736856453729597e-246,True
38,1.327521954878679,0.04154468487120435,4.74245369770903e-224,6.430445691808853e-224,True
39,1.3351879449527324,0.0402966180220455,9.630461139261233e-241,1.5723201860018338e-240,True
40,1.3472490919034357,0.03870411913149569,1.7818467334161635e-265,3.393993777935549e-265,True
41,1.3453495008163228,0.03805982302141801,1.0652789556479365e-273,2.130557911295873e-273,True
42,1.3504375696270627,0.03822147277875947,1.901194922327835e-273,3.709648628932361e-273,True
43,1.3441936768366707,0.036935210412628705,5.436383070302083e-290,1.1754341773626124e-289,True
44,1.3452601153225987,0.036313989005578494,2.1431902261950697e-300,4.762644947100155e-300,True
45,1.3498712368838293,0.033547419230842125,0.0,0.0,True
46,1.3501240523885916,0.033325246694185434,0.0,0.0,True
47,1.3489485355379138,0.0319395397310509,0.0,0.0,True
48,1.3494146758887076,0.03180115259166698,0.0,0.0,True
49,1.3582380112117463,0.030816400259687488,0.0,0.0,True
50,1.3613097444726983,0.030262456701875967,0.0,0.0,True
51,1.365114549462735,0.028419212643885763,0.0,0.0,True
52,1.3635799956525358,0.028751412648266403,0.0,0.0,True
53,1.3630717164286288,0.02879775283192545,0.0,0.0,True
54,1.3591172769271105,0.02839543563560583,0.0,0.0,True
55,1.3578077731812055,0.028134873633457465,0.0,0.0,True
56,1.3563557426719524,0.02823396238943503,0.0,0.0,True
57,1.3560309583455612,0.02804525176410268,0.0,0.0,True
58,1.3574722004504984,0.027983688098101665,0.0,0.0,True
59,1.3576669806866004,0.0276981446795862,0.0,0.0,True
60,1.359423422546345,0.027572507845988418,0.0,0.0,True
61,1.3612727133149827,0.02717133759846253,0.0,0.0,True
62,1.3619592777503975,0.027251713970352635,0.0,0.0,True
63,1.3630759203653882,0.02701599276095117,0.0,0.0,True
64,1.3631068557396668,0.026982284525834812,0.0,0.0,True
65,1.3637346352053135,0.02723788167375335,0.0,0.0,True
66,1.3634516534448795,0.027291463865072106,0.0,0.0,True
67,1.3624342088193944,0.027993772092927232,0.0,0.0,True
68,1.361755114722397,0.02861266867123165,0.0,0.0,True
69,1.3620994258316599,0.02910180346735993,0.0,0.0,True
70,1.3623283411337868,0.029428741178110028,0.0,0.0,True
71,1.364746342001602,0.029270186944512777,0.0,0.0,True
72,1.3627878052089752,0.02967284287114532,0.0,0.0,True
73,1.362941811899736,0.030708674021760585,0.0,0.0,True
74,1.3599267635301333,0.03210419867049195,0.0,0.0,True
75,1.36135698119207,0.03195475853373956,0.0,0.0,True
76,1.3600697288240604,0.031919891774658954,0.0,0.0,True
77,1.3613699812354074,0.0331859447952823,0.0,0.0,True
78,1.3677722417482867,0.03264165510454099,0.0,0.0,True
79,1.373380708122889,0.03272781965525895,0.0,0.0,True
