layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.621875,0.584375,0.002997002997002997,True
1,0.621875,0.584375,0.002997002997002997,True
2,0.64375,0.584375,0.000999000999000999,True
3,0.65625,0.584375,0.000999000999000999,True
4,0.65,0.584375,0.000999000999000999,True
5,0.665625,0.584375,0.000999000999000999,True
6,0.728125,0.584375,0.000999000999000999,True
7,0.765625,0.584375,0.000999000999000999,True
8,0.790625,0.584375,0.000999000999000999,True
9,0.7625,0.584375,0.000999000999000999,True
10,0.821875,0.584375,0.000999000999000999,True
11,0.815625,0.584375,0.000999000999000999,True
12,0.83125,0.584375,0.000999000999000999,True
13,0.828125,0.584375,0.000999000999000999,True
14,0.834375,0.584375,0.000999000999000999,True
15,0.85,0.584375,0.000999000999000999,True
16,0.890625,0.584375,0.000999000999000999,True
17,0.8875,0.584375,0.000999000999000999,True
18,0.878125,0.584375,0.000999000999000999,True
19,0.89375,0.584375,0.000999000999000999,True
20,0.93125,0.584375,0.000999000999000999,True
21,0.95,0.584375,0.000999000999000999,True
22,0.9375,0.584375,0.000999000999000999,True
23,0.94375,0.584375,0.000999000999000999,True
24,0.94375,0.584375,0.000999000999000999,True
25,0.96875,0.584375,0.000999000999000999,True
26,0.971875,0.584375,0.000999000999000999,True
27,0.978125,0.584375,0.000999000999000999,True
28,0.96875,0.584375,0.000999000999000999,True
29,0.953125,0.584375,0.000999000999000999,True
30,0.953125,0.584375,0.000999000999000999,True
31,0.946875,0.584375,0.000999000999000999,True
32,0.940625,0.584375,0.000999000999000999,True
33,0.940625,0.584375,0.000999000999000999,True
34,0.925,0.584375,0.000999000999000999,True
35,0.928125,0.584375,0.000999000999000999,True
36,0.9125,0.584375,0.000999000999000999,True
37,0.9125,0.584375,0.000999000999000999,True
38,0.8875,0.584375,0.000999000999000999,True
39,0.89375,0.584375,0.000999000999000999,True
40,0.890625,0.584375,0.000999000999000999,True
41,0.89375,0.584375,0.000999000999000999,True
42,0.875,0.584375,0.000999000999000999,True
43,0.88125,0.584375,0.000999000999000999,True
44,0.853125,0.584375,0.000999000999000999,True
45,0.859375,0.584375,0.000999000999000999,True
46,0.846875,0.584375,0.000999000999000999,True
47,0.84375,0.584375,0.000999000999000999,True
