condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,3.129052734375,0.4851454708907925,3.075,0.843398336918553,0.03125,0.225,0.38125,0.3625,0.0
incongruent,2.21494140625,0.48932895654821357,1.625,0.7418318309487704,0.50625,0.3875,0.08125,0.025,0.0
