layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.64375,0.58125,0.000999000999000999,True
1,0.64375,0.58125,0.000999000999000999,True
2,0.625,0.58125,0.002997002997002997,True
3,0.71875,0.58125,0.000999000999000999,True
4,0.725,0.58125,0.000999000999000999,True
5,0.74375,0.58125,0.000999000999000999,True
6,0.753125,0.58125,0.000999000999000999,True
7,0.815625,0.58125,0.000999000999000999,True
8,0.81875,0.58125,0.000999000999000999,True
9,0.846875,0.58125,0.000999000999000999,True
10,0.88125,0.58125,0.000999000999000999,True
11,0.909375,0.58125,0.000999000999000999,True
12,0.928125,0.58125,0.000999000999000999,True
13,0.928125,0.58125,0.000999000999000999,True
14,0.9375,0.58125,0.000999000999000999,True
15,0.93125,0.58125,0.000999000999000999,True
16,0.940625,0.58125,0.000999000999000999,True
17,0.940625,0.58125,0.000999000999000999,True
18,0.940625,0.58125,0.000999000999000999,True
19,0.896875,0.58125,0.000999000999000999,True
20,0.909375,0.58125,0.000999000999000999,True
21,0.896875,0.58125,0.000999000999000999,True
22,0.88125,0.58125,0.000999000999000999,True
23,0.86875,0.58125,0.000999000999000999,True
24,0.85,0.58125,0.000999000999000999,True
25,0.840625,0.58125,0.000999000999000999,True
26,0.8375,0.58125,0.000999000999000999,True
27,0.821875,0.58125,0.000999000999000999,True
