layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.559375,0.5875,0.24875124875124874,False
1,0.565625,0.5875,0.17182817182817184,False
2,0.58125,0.5875,0.07192807192807193,False
3,0.565625,0.5875,0.17182817182817184,False
4,0.55625,0.5875,0.2827172827172827,False
5,0.55625,0.5875,0.2827172827172827,False
6,0.575,0.5875,0.10789210789210789,False
7,0.709375,0.5875,0.000999000999000999,True
8,0.721875,0.5875,0.000999000999000999,True
9,0.796875,0.5875,0.000999000999000999,True
10,0.803125,0.5875,0.000999000999000999,True
11,0.796875,0.5875,0.000999000999000999,True
12,0.825,0.5875,0.000999000999000999,True
13,0.81875,0.5875,0.000999000999000999,True
14,0.81875,0.5875,0.000999000999000999,True
15,0.825,0.5875,0.000999000999000999,True
16,0.840625,0.5875,0.000999000999000999,True
17,0.834375,0.5875,0.000999000999000999,True
18,0.865625,0.5875,0.000999000999000999,True
19,0.865625,0.5875,0.000999000999000999,True
20,0.8625,0.5875,0.000999000999000999,True
21,0.865625,0.5875,0.000999000999000999,True
22,0.86875,0.5875,0.000999000999000999,True
23,0.86875,0.5875,0.000999000999000999,True
24,0.8625,0.5875,0.000999000999000999,True
25,0.85,0.5875,0.000999000999000999,True
26,0.859375,0.5875,0.000999000999000999,True
27,0.865625,0.5875,0.000999000999000999,True
28,0.8625,0.5875,0.000999000999000999,True
29,0.871875,0.5875,0.000999000999000999,True
30,0.86875,0.5875,0.000999000999000999,True
31,0.878125,0.5875,0.000999000999000999,True
32,0.878125,0.5875,0.000999000999000999,True
33,0.878125,0.5875,0.000999000999000999,True
34,0.865625,0.5875,0.000999000999000999,True
35,0.8625,0.5875,0.000999000999000999,True
36,0.8625,0.5875,0.000999000999000999,True
37,0.865625,0.5875,0.000999000999000999,True
38,0.8625,0.5875,0.000999000999000999,True
39,0.86875,0.5875,0.000999000999000999,True
40,0.88125,0.5875,0.000999000999000999,True
41,0.890625,0.5875,0.000999000999000999,True
42,0.89375,0.5875,0.000999000999000999,True
43,0.9,0.5875,0.000999000999000999,True
44,0.9125,0.5875,0.000999000999000999,True
45,0.925,0.5875,0.000999000999000999,True
46,0.925,0.5875,0.000999000999000999,True
47,0.934375,0.5875,0.000999000999000999,True
48,0.953125,0.5875,0.000999000999000999,True
49,0.971875,0.5875,0.000999000999000999,True
50,0.978125,0.5875,0.000999000999000999,True
51,0.984375,0.5875,0.000999000999000999,True
52,0.984375,0.5875,0.000999000999000999,True
53,0.9875,0.5875,0.000999000999000999,True
54,0.98125,0.5875,0.000999000999000999,True
55,0.984375,0.5875,0.000999000999000999,True
56,0.984375,0.5875,0.000999000999000999,True
57,0.984375,0.5875,0.000999000999000999,True
58,0.98125,0.5875,0.000999000999000999,True
59,0.984375,0.5875,0.000999000999000999,True
60,0.98125,0.5875,0.000999000999000999,True
61,0.978125,0.5875,0.000999000999000999,True
62,0.98125,0.5875,0.000999000999000999,True
63,0.971875,0.5875,0.000999000999000999,True
64,0.959375,0.5875,0.000999000999000999,True
65,0.95625,0.5875,0.000999000999000999,True
66,0.95625,0.5875,0.000999000999000999,True
67,0.953125,0.5875,0.000999000999000999,True
68,0.95,0.5875,0.000999000999000999,True
69,0.95,0.5875,0.000999000999000999,True
70,0.95,0.5875,0.000999000999000999,True
71,0.946875,0.5875,0.000999000999000999,True
72,0.9375,0.5875,0.000999000999000999,True
73,0.9375,0.5875,0.000999000999000999,True
74,0.934375,0.5875,0.000999000999000999,True
75,0.91875,0.5875,0.000999000999000999,True
76,0.921875,0.5875,0.000999000999000999,True
77,0.9125,0.5875,0.000999000999000999,True
78,0.878125,0.5875,0.000999000999000999,True
79,0.878125,0.5875,0.000999000999000999,True
