seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.51875,0.48125,0.55625
0,1,0.509375,0.51875,0.5
0,2,0.496875,0.4875,0.50625
0,3,0.4875,0.50625,0.46875
0,4,0.4875,0.51875,0.45625
0,5,0.4875,0.50625,0.46875
0,6,0.49375,0.55625,0.43125
0,7,0.478125,0.43125,0.525
0,8,0.465625,0.4125,0.51875
0,9,0.48125,0.44375,0.51875
0,10,0.475,0.45625,0.49375
0,11,0.475,0.45625,0.49375
0,12,0.484375,0.44375,0.525
0,13,0.471875,0.45,0.49375
0,14,0.478125,0.45,0.50625
0,15,0.459375,0.43125,0.4875
0,16,0.44375,0.4,0.4875
0,17,0.453125,0.43125,0.475
0,18,0.45625,0.40625,0.50625
0,19,0.44375,0.4375,0.45
0,20,0.484375,0.475,0.49375
0,21,0.49375,0.5125,0.475
0,22,0.5,0.4875,0.5125
0,23,0.484375,0.4625,0.50625
0,24,0.46875,0.43125,0.50625
0,25,0.48125,0.45625,0.50625
0,26,0.4625,0.425,0.5
0,27,0.465625,0.41875,0.5125
0,28,0.471875,0.45625,0.4875
0,29,0.471875,0.44375,0.5
0,30,0.490625,0.48125,0.5
0,31,0.484375,0.45,0.51875
0,32,0.48125,0.475,0.4875
0,33,0.490625,0.46875,0.5125
0,34,0.46875,0.46875,0.46875
0,35,0.484375,0.45,0.51875
0,36,0.48125,0.4375,0.525
0,37,0.5,0.4625,0.5375
0,38,0.490625,0.44375,0.5375
0,39,0.465625,0.41875,0.5125
0,40,0.475,0.38125,0.56875
0,41,0.484375,0.425,0.54375
0,42,0.471875,0.39375,0.55
0,43,0.45,0.35625,0.54375
0,44,0.446875,0.36875,0.525
0,45,0.490625,0.43125,0.55
0,46,0.453125,0.39375,0.5125
0,47,0.459375,0.41875,0.5
0,48,0.484375,0.45625,0.5125
0,49,0.440625,0.44375,0.4375
0,50,0.446875,0.4375,0.45625
0,51,0.45625,0.4625,0.45
0,52,0.4875,0.5,0.475
0,53,0.45625,0.45,0.4625
0,54,0.440625,0.45,0.43125
0,55,0.43125,0.4125,0.45
0,56,0.446875,0.44375,0.45
0,57,0.459375,0.46875,0.45
0,58,0.478125,0.5125,0.44375
0,59,0.475,0.46875,0.48125
0,60,0.46875,0.45625,0.48125
0,61,0.471875,0.49375,0.45
0,62,0.465625,0.45,0.48125
0,63,0.45625,0.46875,0.44375
0,64,0.421875,0.4375,0.40625
0,65,0.45625,0.4625,0.45
0,66,0.4375,0.43125,0.44375
0,67,0.446875,0.46875,0.425
0,68,0.4625,0.46875,0.45625
0,69,0.45625,0.5,0.4125
0,70,0.459375,0.46875,0.45
0,71,0.44375,0.46875,0.41875
0,72,0.428125,0.45625,0.4
0,73,0.440625,0.46875,0.4125
0,74,0.43125,0.45625,0.40625
0,75,0.425,0.4625,0.3875
0,76,0.434375,0.45625,0.4125
0,77,0.434375,0.4375,0.43125
0,78,0.434375,0.41875,0.45
0,79,0.471875,0.4625,0.48125
1,0,0.503125,0.51875,0.4875
1,1,0.49375,0.4375,0.55
1,2,0.490625,0.45625,0.525
1,3,0.49375,0.4875,0.5
1,4,0.509375,0.5375,0.48125
1,5,0.496875,0.45625,0.5375
1,6,0.496875,0.45625,0.5375
1,7,0.484375,0.475,0.49375
1,8,0.50625,0.4875,0.525
1,9,0.51875,0.48125,0.55625
1,10,0.5125,0.50625,0.51875
1,11,0.515625,0.5,0.53125
1,12,0.503125,0.48125,0.525
1,13,0.484375,0.45625,0.5125
1,14,0.515625,0.53125,0.5
1,15,0.496875,0.49375,0.5
1,16,0.521875,0.53125,0.5125
1,17,0.50625,0.49375,0.51875
1,18,0.484375,0.49375,0.475
1,19,0.5,0.525,0.475
