condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,4.68291015625,0.3857721230597241,4.825,0.4562631922793365,0.0,0.00625,0.0125,0.13125,0.85
incongruent,1.911865234375,0.7356316671823887,1.6625,0.8751459896181061,0.50625,0.4,0.04375,0.025,0.025
