layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.6,0.590625,0.029940119760479042,True
1,0.565625,0.590625,0.18762475049900199,False
2,0.771875,0.590625,0.001996007984031936,True
3,0.75,0.590625,0.001996007984031936,True
4,0.75,0.590625,0.001996007984031936,True
5,0.809375,0.590625,0.001996007984031936,True
6,0.803125,0.590625,0.001996007984031936,True
7,0.81875,0.590625,0.001996007984031936,True
8,0.85625,0.590625,0.001996007984031936,True
9,0.85625,0.590625,0.001996007984031936,True
10,0.884375,0.590625,0.001996007984031936,True
11,0.878125,0.590625,0.001996007984031936,True
12,0.89375,0.590625,0.001996007984031936,True
13,0.928125,0.590625,0.001996007984031936,True
14,0.94375,0.590625,0.001996007984031936,True
15,0.95,0.590625,0.001996007984031936,True
16,0.953125,0.590625,0.001996007984031936,True
17,0.95,0.590625,0.001996007984031936,True
18,0.965625,0.590625,0.001996007984031936,True
19,0.98125,0.590625,0.001996007984031936,True
20,0.978125,0.590625,0.001996007984031936,True
21,0.965625,0.590625,0.001996007984031936,True
22,0.96875,0.590625,0.001996007984031936,True
23,0.95625,0.590625,0.001996007984031936,True
24,0.953125,0.590625,0.001996007984031936,True
25,0.946875,0.590625,0.001996007984031936,True
26,0.94375,0.590625,0.001996007984031936,True
27,0.95,0.590625,0.001996007984031936,True
28,0.93125,0.590625,0.001996007984031936,True
29,0.928125,0.590625,0.001996007984031936,True
30,0.909375,0.590625,0.001996007984031936,True
31,0.90625,0.590625,0.001996007984031936,True
32,0.909375,0.590625,0.001996007984031936,True
33,0.9,0.590625,0.001996007984031936,True
34,0.875,0.590625,0.001996007984031936,True
35,0.8625,0.590625,0.001996007984031936,True
