layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.1713778615889212,0.06312489696636592,0.006629553563056731,0.006629553563056731,True
1,0.15970157272014573,0.053830904957548366,0.0030098856360027803,0.003121362881780661,True
2,0.32524257971030895,0.055503411465145036,4.632395155697197e-09,4.988733244596981e-09,True
3,0.8021888740275945,0.10316962992371835,7.51878736370406e-15,8.421041847348546e-15,True
4,1.0016495096685243,0.09216857266300914,1.64503081271914e-27,1.9192026148389965e-27,True
5,1.2453637764722787,0.049214711038098456,2.8351553140473494e-141,3.6083794906057177e-141,True
6,1.2338817724830309,0.04908037751631933,1.8169247896927232e-139,2.211908439625924e-139,True
7,1.2549831724743785,0.04783772174938318,1.083366527589046e-151,1.4444887034520614e-151,True
8,1.2853421196715349,0.04608699629976642,3.5798743133183015e-171,5.011824038645622e-171,True
9,1.3078198022339933,0.04215004514740577,2.2796901072723246e-211,3.5461846113125044e-211,True
10,1.3221719087965753,0.03830041196982717,3.8718665101366825e-261,6.377191899048654e-261,True
11,1.3299597817171507,0.03404833427001564,0.0,0.0,True
12,1.3484718387629417,0.0326354267486106,0.0,0.0,True
13,1.3559435519938972,0.03255705068403409,0.0,0.0,True
14,1.3524894567927546,0.030307759289328367,0.0,0.0,True
15,1.3432895358928758,0.028187694346691123,0.0,0.0,True
16,1.3525185261477262,0.027391538514141847,0.0,0.0,True
17,1.3531136603475131,0.02521941365327877,0.0,0.0,True
18,1.3531446463987482,0.02583059608363352,0.0,0.0,True
19,1.3547087841522123,0.02544631042383154,0.0,0.0,True
20,1.3519923811597034,0.027223275104697502,0.0,0.0,True
21,1.3547056152597343,0.027583201538322537,0.0,0.0,True
22,1.355617945315454,0.027888887637558014,0.0,0.0,True
23,1.362092671022494,0.03033602905802897,0.0,0.0,True
24,1.35113876989645,0.034566570742418104,0.0,0.0,True
25,1.3474812475720255,0.03734548927488457,4.424313028264965e-285,8.258717652761268e-285,True
26,1.3402267279522229,0.03727048589874622,3.60048770336902e-283,6.300853480895785e-283,True
27,1.3179624770330205,0.043877230861211224,3.1794104789231563e-198,4.685447021570967e-198,True
