seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.51875,0.51875,0.51875
0,1,0.490625,0.5,0.48125
0,2,0.484375,0.475,0.49375
0,3,0.4875,0.475,0.5
0,4,0.475,0.43125,0.51875
0,5,0.48125,0.4875,0.475
0,6,0.478125,0.5125,0.44375
0,7,0.46875,0.4625,0.475
0,8,0.490625,0.46875,0.5125
0,9,0.459375,0.4625,0.45625
0,10,0.49375,0.5,0.4875
0,11,0.4375,0.45,0.425
0,12,0.46875,0.48125,0.45625
0,13,0.465625,0.45,0.48125
0,14,0.515625,0.51875,0.5125
0,15,0.4625,0.475,0.45
0,16,0.465625,0.4625,0.46875
0,17,0.45625,0.4875,0.425
0,18,0.475,0.475,0.475
0,19,0.48125,0.46875,0.49375
0,20,0.471875,0.44375,0.5
0,21,0.465625,0.44375,0.4875
0,22,0.4625,0.4375,0.4875
0,23,0.48125,0.4875,0.475
0,24,0.48125,0.45,0.5125
0,25,0.471875,0.425,0.51875
0,26,0.48125,0.45,0.5125
0,27,0.49375,0.45625,0.53125
0,28,0.490625,0.48125,0.5
0,29,0.471875,0.44375,0.5
0,30,0.5,0.4625,0.5375
0,31,0.49375,0.475,0.5125
1,0,0.525,0.45625,0.59375
1,1,0.51875,0.49375,0.54375
1,2,0.50625,0.475,0.5375
1,3,0.484375,0.49375,0.475
1,4,0.51875,0.5,0.5375
1,5,0.49375,0.48125,0.50625
1,6,0.528125,0.50625,0.55
1,7,0.503125,0.5,0.50625
1,8,0.475,0.46875,0.48125
1,9,0.496875,0.45,0.54375
1,10,0.46875,0.44375,0.49375
1,11,0.48125,0.475,0.4875
1,12,0.475,0.45625,0.49375
1,13,0.45,0.45625,0.44375
1,14,0.446875,0.425,0.46875
1,15,0.46875,0.41875,0.51875
1,16,0.490625,0.4875,0.49375
1,17,0.484375,0.4875,0.48125
1,18,0.490625,0.5125,0.46875
1,19,0.478125,0.48125,0.475
1,20,0.4625,0.49375,0.43125
1,21,0.478125,0.5125,0.44375
1,22,0.46875,0.50625,0.43125
1,23,0.4875,0.51875,0.45625
1,24,0.49375,0.5125,0.475
