layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.590625,0.58125,0.026973026973026972,True
1,0.60625,0.58125,0.006993006993006993,True
2,0.6625,0.58125,0.000999000999000999,True
3,0.721875,0.58125,0.000999000999000999,True
4,0.759375,0.58125,0.000999000999000999,True
5,0.784375,0.58125,0.000999000999000999,True
6,0.825,0.58125,0.000999000999000999,True
7,0.8625,0.58125,0.000999000999000999,True
8,0.90625,0.58125,0.000999000999000999,True
9,0.909375,0.58125,0.000999000999000999,True
10,0.94375,0.58125,0.000999000999000999,True
11,0.94375,0.58125,0.000999000999000999,True
12,0.953125,0.58125,0.000999000999000999,True
13,0.953125,0.58125,0.000999000999000999,True
14,0.965625,0.58125,0.000999000999000999,True
15,0.959375,0.58125,0.000999000999000999,True
16,0.953125,0.58125,0.000999000999000999,True
17,0.953125,0.58125,0.000999000999000999,True
18,0.95,0.58125,0.000999000999000999,True
19,0.934375,0.58125,0.000999000999000999,True
20,0.934375,0.58125,0.000999000999000999,True
21,0.946875,0.58125,0.000999000999000999,True
22,0.9375,0.58125,0.000999000999000999,True
23,0.934375,0.58125,0.000999000999000999,True
24,0.934375,0.58125,0.000999000999000999,True
25,0.934375,0.58125,0.000999000999000999,True
26,0.921875,0.58125,0.000999000999000999,True
27,0.9125,0.58125,0.000999000999000999,True
28,0.90625,0.58125,0.000999000999000999,True
29,0.8875,0.58125,0.000999000999000999,True
30,0.884375,0.58125,0.000999000999000999,True
31,0.8625,0.58125,0.000999000999000999,True
