layer_index,coefficient,se,p_value,p_value_fdr,significant_fdr
0,0.02908387716362993,0.06165783320688968,0.6371423584597798,0.6371423584597798,False
1,0.931589872390643,0.07920052944783877,6.09617195802927e-32,6.306384784168211e-32,True
2,0.9402027864815548,0.07723015524888104,4.274074891288567e-34,4.5793659549520355e-34,True
3,0.9115206900334709,0.07813299811795787,1.8955215922337118e-31,1.9276490768478426e-31,True
4,0.9214586565652015,0.07595338145359186,7.157134904816659e-34,7.533826215596484e-34,True
5,1.1691968331133982,0.05397004534218304,4.503945179697493e-104,4.9133947414881744e-104,True
6,1.1781980512194385,0.05232692775988908,2.8872072878410755e-112,3.208008097601195e-112,True
7,1.2183827824276006,0.0451901959315343,4.213864359805852e-160,4.957487482124532e-160,True
8,1.2070869767965489,0.04523657235117518,7.243143471137955e-157,8.357473235928409e-157,True
9,1.2238397323854702,0.04218318020056501,4.575939939493372e-185,5.7199249243667145e-185,True
10,1.2231167061995931,0.03962379060413324,3.1885817789584594e-209,4.5551168270835136e-209,True
11,1.2242311081865522,0.042387067395694304,1.998835601581331e-183,2.398602721897597e-183,True
12,1.2293428227571597,0.04248793310334402,4.470712522646443e-184,5.474341864465032e-184,True
13,1.2635849617476178,0.04006834212968338,2.8124999917899557e-218,4.115853646521886e-218,True
14,1.257896492598034,0.04188841994170137,4.020719496457585e-198,5.3609593286101135e-198,True
15,1.2493970084643617,0.042542819255900935,1.4082786909642668e-189,1.8368852490838263e-189,True
16,1.2522747754763284,0.041230879960029325,1.2774526691657499e-202,1.74198091249875e-202,True
17,1.2769202917541922,0.041435099871855,1.5342069959312504e-208,2.140753947811047e-208,True
18,1.2655020585962538,0.04313117398072786,3.133418592156926e-189,4.000108841051395e-189,True
19,1.3258984889039005,0.039831557717308216,5.829117707134327e-243,8.967873395591273e-243,True
20,1.3368293371283722,0.039866093590270366,1.5936052818451647e-246,2.5162188660713126e-246,True
21,1.3462869692930366,0.04056806208642787,1.7207569015180194e-241,2.5811353522770292e-241,True
22,1.3511041990243393,0.03861700355690648,3.511616248675823e-268,5.694512835690523e-268,True
23,1.3532194791844108,0.029941617990810153,0.0,0.0,True
24,1.3571340586715772,0.030350194861538952,0.0,0.0,True
25,1.3529073948815173,0.02924190237926076,0.0,0.0,True
26,1.3459973632881002,0.030204534836711403,0.0,0.0,True
27,1.343254858434697,0.031125991292390603,0.0,0.0,True
28,1.3422004713544227,0.03084632123107866,0.0,0.0,True
29,1.351081952679006,0.030076426548705182,0.0,0.0,True
30,1.3554007641901964,0.029673535855273134,0.0,0.0,True
31,1.3538661234215956,0.03037762579208161,0.0,0.0,True
32,1.3547639887973009,0.029342778466624093,0.0,0.0,True
33,1.3553762005607566,0.028402284921100956,0.0,0.0,True
34,1.350071846731527,0.029540426963525927,0.0,0.0,True
35,1.3494112657571358,0.03000380174173735,0.0,0.0,True
36,1.3543550383780882,0.029078939334048818,0.0,0.0,True
37,1.353401161546424,0.030360538403766762,0.0,0.0,True
38,1.3493357532249721,0.029740866427283286,0.0,0.0,True
39,1.349233190867162,0.029452314422886865,0.0,0.0,True
40,1.3514481451984903,0.02864745583942089,0.0,0.0,True
41,1.344839614488952,0.029273684753568317,0.0,0.0,True
42,1.3458857640205752,0.029637124415261288,0.0,0.0,True
43,1.3433831184709253,0.029571571424041165,0.0,0.0,True
44,1.342025952137863,0.03007429051115831,0.0,0.0,True
45,1.3468861035822037,0.03118841570814909,0.0,0.0,True
46,1.35302642759827,0.03119238330025132,0.0,0.0,True
47,1.3513230586165608,0.03113838402722232,0.0,0.0,True
48,1.355572275679261,0.031833259858649356,0.0,0.0,True
49,1.3576742655273883,0.032911377182125404,0.0,0.0,True
50,1.3610690429844192,0.03271925413857355,0.0,0.0,True
51,1.362466253332852,0.03127739118917773,0.0,0.0,True
52,1.3640315683507813,0.03136079991318947,0.0,0.0,True
53,1.3581841380918027,0.029376615767522242,0.0,0.0,True
54,1.3449941886911425,0.030633192513578763,0.0,0.0,True
55,1.3420473108015827,0.03138812702316227,0.0,0.0,True
56,1.3535446807535227,0.030303935190176906,0.0,0.0,True
57,1.3427327771763844,0.03126760711581455,0.0,0.0,True
58,1.3356147160867682,0.0345436805038748,0.0,0.0,True
59,1.2876771974241779,0.05524866724310773,3.7704111443224336e-120,4.2683899747046416e-120,True
