condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,4.50078125,0.45201657696267794,4.5875,0.5761234581178853,0.0,0.00625,0.025,0.34375,0.625
incongruent,2.216015625,0.8148302035474676,2.09375,0.9634638439590518,0.26875,0.50625,0.1,0.1125,0.0125
