condition,mean_rating,std_rating,mean_top_one_token,std_top_one_token,proportion_top_one_token_1,proportion_top_one_token_2,proportion_top_one_token_3,proportion_top_one_token_4,proportion_top_one_token_5
congruent,4.334228515625,1.0312744451802267,4.3375,1.0454303077211253,0.01875,0.09375,0.0375,0.23125,0.61875
incongruent,1.58916015625,0.8860173812108646,1.56875,0.9154294108719188,0.6,0.325,0.0125,0.03125,0.03125
