layer_index,all_accuracy,threshold_95,maxstat_p,exceeds_95th_percentile
0,0.55,0.5875,0.33166833166833165,False
1,0.603125,0.5875,0.014985014985014986,True
2,0.7875,0.5875,0.000999000999000999,True
3,0.771875,0.5875,0.000999000999000999,True
4,0.775,0.5875,0.000999000999000999,True
5,0.790625,0.5875,0.000999000999000999,True
6,0.821875,0.5875,0.000999000999000999,True
7,0.815625,0.5875,0.000999000999000999,True
8,0.859375,0.5875,0.000999000999000999,True
9,0.8625,0.5875,0.000999000999000999,True
10,0.8875,0.5875,0.000999000999000999,True
11,0.884375,0.5875,0.000999000999000999,True
12,0.896875,0.5875,0.000999000999000999,True
13,0.953125,0.5875,0.000999000999000999,True
14,0.959375,0.5875,0.000999000999000999,True
15,0.95625,0.5875,0.000999000999000999,True
16,0.959375,0.5875,0.000999000999000999,True
17,0.953125,0.5875,0.000999000999000999,True
18,0.9625,0.5875,0.000999000999000999,True
19,0.9625,0.5875,0.000999000999000999,True
20,0.959375,0.5875,0.000999000999000999,True
21,0.9625,0.5875,0.000999000999000999,True
22,0.959375,0.5875,0.000999000999000999,True
23,0.953125,0.5875,0.000999000999000999,True
24,0.946875,0.5875,0.000999000999000999,True
25,0.94375,0.5875,0.000999000999000999,True
26,0.9375,0.5875,0.000999000999000999,True
27,0.94375,0.5875,0.000999000999000999,True
28,0.9375,0.5875,0.000999000999000999,True
29,0.9125,0.5875,0.000999000999000999,True
30,0.91875,0.5875,0.000999000999000999,True
31,0.903125,0.5875,0.000999000999000999,True
32,0.9125,0.5875,0.000999000999000999,True
33,0.91875,0.5875,0.000999000999000999,True
34,0.909375,0.5875,0.000999000999000999,True
35,0.896875,0.5875,0.000999000999000999,True
