seed,layer_index,all_accuracy,congruent_accuracy,incongruent_accuracy
0,0,0.48125,0.49375,0.46875
0,1,0.503125,0.49375,0.5125
0,2,0.490625,0.475,0.50625
0,3,0.496875,0.575,0.41875
0,4,0.5125,0.54375,0.48125
0,5,0.503125,0.55625,0.45
0,6,0.48125,0.54375,0.41875
0,7,0.46875,0.5125,0.425
0,8,0.478125,0.48125,0.475
0,9,0.475,0.43125,0.51875
0,10,0.49375,0.41875,0.56875
0,11,0.465625,0.4,0.53125
0,12,0.453125,0.4,0.50625
0,13,0.453125,0.40625,0.5
0,14,0.48125,0.45625,0.50625
0,15,0.46875,0.45,0.4875
0,16,0.478125,0.4625,0.49375
0,17,0.475,0.46875,0.48125
0,18,0.46875,0.45625,0.48125
0,19,0.459375,0.45625,0.4625
0,20,0.490625,0.4375,0.54375
0,21,0.48125,0.4625,0.5
0,22,0.496875,0.475,0.51875
0,23,0.475,0.50625,0.44375
0,24,0.46875,0.475,0.4625
0,25,0.46875,0.48125,0.45625
0,26,0.459375,0.475,0.44375
0,27,0.48125,0.49375,0.46875
0,28,0.471875,0.49375,0.45
0,29,0.459375,0.48125,0.4375
0,30,0.45625,0.44375,0.46875
0,31,0.44375,0.45,0.4375
0,32,0.453125,0.46875,0.4375
0,33,0.475,0.475,0.475
0,34,0.48125,0.4625,0.5
0,35,0.471875,0.4625,0.48125
1,0,0.49375,0.5125,0.475
1,1,0.534375,0.5,0.56875
1,2,0.534375,0.58125,0.4875
1,3,0.54375,0.6,0.4875
1,4,0.54375,0.6125,0.475
1,5,0.5125,0.5125,0.5125
1,6,0.54375,0.55625,0.53125
1,7,0.50625,0.5125,0.5
1,8,0.5375,0.5375,0.5375
1,9,0.525,0.4875,0.5625
1,10,0.521875,0.50625,0.5375
1,11,0.5,0.5125,0.4875
1,12,0.525,0.5375,0.5125
1,13,0.503125,0.5,0.50625
1,14,0.471875,0.45,0.49375
1,15,0.4375,0.40625,0.46875
1,16,0.478125,0.45625,0.5
1,17,0.45,0.43125,0.46875
1,18,0.459375,0.44375,0.475
1,19,0.4625,0.44375,0.48125
1,20,0.45,0.4375,0.4625
1,21,0.434375,0.41875,0.45
1,22,0.45625,0.4375,0.475
1,23,0.4625,0.41875,0.50625
1,24,0.471875,0.44375,0.5
1,25,0.49375,0.46875,0.51875
1,26,0.48125,0.4625,0.5
1,27,0.478125,0.44375,0.5125
1,28,0.50625,0.50625,0.50625
1,29,0.471875,0.4625,0.48125
1,30,0.484375,0.4875,0.48125
1,31,0.465625,0.44375,0.4875
1,32,0.459375,0.41875,0.5
1,33,0.4875,0.4875,0.4875
1,34,0.475,0.48125,0.46875
1,35,0.5,0.4875,0.5125
2,0,0.49375,0.4875,0.5
2,1,0.490625,0.48125,0.5
2,2,0.484375,0.4875,0.48125
2,3,0.50625,0.55625,0.45625
2,4,0.5,0.55625,0.44375
2,5,0.49375,0.475,0.5125
2,6,0.503125,0.5125,0.49375
2,7,0.459375,0.4625,0.45625
2,8,0.484375,0.49375,0.475
2,9,0.471875,0.45625,0.4875
2,10,0.484375,0.4875,0.48125
2,11,0.49375,0.4625,0.525
2,12,0.509375,0.5125,0.50625
2,13,0.5,0.5125,0.4875
2,14,0.49375,0.50625,0.48125
2,15,0.53125,0.54375,0.51875
2,16,0.525,0.5125,0.5375
2,17,0.48125,0.475,0.4875
2,18,0.5,0.5,0.5
2,19,0.5125,0.5,0.525
2,20,0.503125,0.4875,0.51875
2,21,0.484375,0.475,0.49375
2,22,0.484375,0.4875,0.48125
2,23,0.509375,0.525,0.49375
2,24,0.49375,0.5,0.4875
2,25,0.471875,0.5,0.44375
2,26,0.484375,0.5125,0.45625
2,27,0.465625,0.475,0.45625
2,28,0.503125,0.51875,0.4875
2,29,0.528125,0.55625,0.5
2,30,0.521875,0.55625,0.4875
2,31,0.5125,0.53125,0.49375
2,32,0.503125,0.525,0.48125
2,33,0.48125,0.50625,0.45625
2,34,0.490625,0.50625,0.475
